depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
3.020000 20.969723 21.502772 23.103166 23.339935 25.241292 26.977767
3.060000 21.120971 21.661025 23.309201 23.580409 25.521840 27.212151
3.100000 21.228150 21.846199 23.561933 23.816689 25.817163 27.424875
3.120000 21.339979 21.952039 23.689162 23.939647 25.952762 27.530092
3.140000 21.425603 22.029578 23.842504 24.063487 26.103247 27.620429
3.180000 21.564464 22.212771 24.084848 24.309844 26.387548 27.817360
3.220000 21.758423 22.405321 24.363898 24.562615 26.726140 28.011895
3.260000 21.917067 22.601489 24.694579 24.819468 27.097913 28.259731
3.300000 22.086640 22.770590 24.997272 25.072926 27.438960 28.472560
3.320000 22.203859 22.903754 25.129456 25.201010 27.534263 28.619097
3.340000 22.293122 23.038787 25.279095 25.328261 27.685468 28.784235
3.360000 22.406950 23.161733 25.405413 25.452590 27.818572 28.918921
3.400000 22.586233 23.465959 25.675910 25.703607 28.043556 29.107850
3.420000 22.687060 23.591970 25.790462 25.826028 28.153033 29.267756
3.440000 22.747375 23.710917 25.948673 25.951742 28.282120 29.427557
3.480000 22.920281 23.938227 26.183598 26.199476 28.535034 29.666222
3.500000 23.006988 24.061930 26.317501 26.323837 28.666696 29.767042
3.520000 23.091440 24.158503 26.488771 26.445908 28.794130 29.865354
3.540000 23.178588 24.279078 26.637252 26.571649 28.911634 29.965851
3.580000 23.356491 24.532435 26.968184 26.823090 29.102872 30.183331
3.620000 23.530474 24.771722 27.240748 27.076663 29.300770 30.387165
3.660000 23.726504 25.004599 27.480118 27.329466 29.521000 30.537041
3.700000 23.911566 25.259185 27.750802 27.591682 29.765264 30.704252
3.720000 23.967751 25.413126 27.872733 27.723699 29.864422 30.840542
3.750000 24.130647 25.604726 28.024444 27.913958 30.026760 30.950897
3.780000 24.291192 25.765594 28.202818 28.106028 30.209438 31.081834
3.810000 24.447705 25.998524 28.423972 28.300936 30.377983 31.232327
3.840000 24.555053 26.212625 28.690945 28.499932 30.547584 31.391843
3.860000 24.692361 26.319211 28.848394 28.629621 30.653568 31.467165
3.880000 24.795220 26.481206 29.008771 28.756336 30.758690 31.570445
3.900000 24.920069 26.628642 29.181031 28.891511 30.862737 31.644286
3.940000 25.174108 26.909554 29.518163 29.156459 31.072677 31.838189
3.980000 25.508507 27.292936 29.823031 29.425633 31.271784 32.025837
4.020000 25.814940 27.694597 30.128628 29.707191 31.463538 32.223145
4.060000 26.290267 28.021199 30.474686 29.992263 31.663481 32.400947
4.100000 26.649931 28.319127 30.768504 30.270724 31.837215 32.598716
4.140000 26.962981 28.615450 30.994357 30.540581 32.027917 32.746022
4.160000 27.130017 28.762733 31.109746 30.674975 32.123191 32.824645
4.200000 27.534440 29.124338 31.356546 30.945154 32.296834 33.019974
4.240000 28.011853 29.544526 31.568095 31.227599 32.488469 33.205273
4.270000 28.354131 29.833086 31.710356 31.430218 32.649110 33.355490
4.300000 28.584595 30.232291 31.861105 31.636579 32.791597 33.479972
4.340000 29.136838 30.748473 32.072981 31.914865 32.998975 33.633564
4.380000 29.666180 31.164920 32.272717 32.184942 33.192941 33.793197
4.420000 30.148972 31.560179 32.507746 32.452964 33.362656 33.950293
4.460000 30.601536 31.944944 32.747138 32.724966 33.573972 34.108889
4.480000 30.855749 32.107962 32.899682 32.854432 33.662702 34.191646
4.500000 31.023084 32.277878 33.046282 32.987537 33.766145 34.278076
4.520000 31.218766 32.410695 33.188997 33.120374 33.874352 34.349619
4.550000 31.663170 32.618765 33.405934 33.323522 34.051590 34.471815
4.580000 32.075520 32.842761 33.643003 33.537001 34.240014 34.600990
4.620000 32.667277 33.123959 33.909470 33.832373 34.504588 34.805523
4.660000 33.121421 33.405231 34.173162 34.121450 34.773236 35.011773
