depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.000000 2.115106 4.602515 5.983419
0.040000 2.198279 4.683136 6.128492
0.200000 2.468713 4.943676 6.368801
0.400000 3.021037 5.336003 6.726184
0.600000 3.767781 5.669615 7.039310
1.000000 5.089754 6.459531 7.570493
1.200000 5.431938 6.844555 7.924648
1.400000 5.781677 7.241762 8.230029
1.600000 6.352111 7.612767 8.488412
1.800000 6.659854 7.967013 8.872046
2.000000 7.014190 8.379809 9.123767
2.200000 7.714642 8.721457 9.477912
2.400000 8.157257 9.083748 9.834884
2.500000 8.274218 9.270789 10.068150
2.600000 8.547921 9.529044 10.238337
2.800000 9.327152 10.048389 10.623237
3.000000 9.904347 10.555950 11.038155
3.100000 10.124086 10.841154 11.362928
3.200000 10.424083 11.101416 11.572299
3.300000 10.824188 11.398147 11.875809
3.400000 11.230675 11.680553 12.167600
3.500000 11.506115 11.993765 12.580650
3.600000 11.869419 12.291882 12.875466
3.700000 12.185223 12.647165 13.096112
3.800000 12.606579 12.983938 13.265341
3.900000 12.804289 13.247145 13.509036
4.000000 13.080926 13.473118 13.634195
4.040000 13.224828 13.552316 13.742499
4.080000 13.384388 13.651886 13.841460
4.100000 13.444400 13.698594 13.882442
4.120000 13.498416 13.738017 13.941179
4.160000 13.629861 13.820914 14.006599
4.200000 13.687200 13.910505 14.093085
4.240000 13.798488 14.003746 14.207423
4.280000 13.886417 14.084196 14.385024
4.300000 13.954095 14.149052 14.432394
4.320000 14.013273 14.212748 14.499842
4.360000 14.099549 14.342093 14.566876
4.400000 14.223972 14.468354 14.642577
4.440000 14.339372 14.577567 14.726123
4.480000 14.481337 14.694700 14.815973
4.500000 14.584353 14.741250 14.850835
4.520000 14.624417 14.783938 14.888085
4.560000 14.762792 14.875767 14.966026
4.585000 14.841839 14.938307 15.024565
4.595000 14.865998 14.962858 15.062348
4.600000 14.877621 14.980116 15.082889
4.640000 15.009652 15.130254 15.292291
4.680000 15.165680 15.283837 15.457261
4.700000 15.254834 15.375303 15.542704
4.720000 15.315208 15.449255 15.635473
4.760000 15.440255 15.620605 15.817001
4.800000 15.571568 15.794947 15.964687
4.840000 15.710712 15.923701 16.095692
4.880000 15.874716 16.043754 16.226105
4.900000 15.953327 16.109247 16.280208
4.920000 16.025182 16.185236 16.370027
4.960000 16.172827 16.334105 16.508466
5.000000 16.247064 16.466587 16.666119
5.040000 16.396827 16.608524 16.763499
5.080000 16.527309 16.714976 16.832580
5.100000 16.601685 16.768601 16.866610
5.120000 16.683496 16.804008 16.941463
5.160000 16.765470 16.892242 17.014647
5.200000 16.857595 16.960121 17.084922
5.240000 16.918556 17.037785 17.142731
5.280000 16.989298 17.108444 17.221157
5.300000 17.027470 17.144795 17.263091
5.320000 17.071634 17.177139 17.290295
5.360000 17.165601 17.249031 17.351992
5.385000 17.218566 17.296629 17.412215
5.395000 17.243634 17.321738 17.427182
5.400000 17.262254 17.336753 17.438168
5.440000 17.339402 17.447264 17.592148
5.480000 17.426385 17.577661 17.741930
5.500000 17.465816 17.639409 17.793768
5.520000 17.511283 17.692893 17.866731
5.560000 17.584281 17.784423 18.009590
5.600000 17.682613 17.874945 18.109188
5.640000 17.797036 17.938079 18.180191
5.680000 17.884814 18.068249 18.266477
5.700000 17.940811 18.119871 18.305180
5.720000 17.983929 18.166373 18.339962
5.760000 18.083124 18.255287 18.425219
5.800000 18.171297 18.354355 18.492293
5.840000 18.268823 18.458950 18.581317
5.880000 18.339079 18.531800 18.674647
5.900000 18.374174 18.576766 18.722356
5.920000 18.427099 18.614530 18.755279
5.960000 18.520688 18.701870 18.829916
6.000000 18.618871 18.767090 18.916395
6.040000 18.713100 18.851206 18.992290
6.080000 18.810450 18.925342 19.079272
6.120000 18.873650 19.015526 19.129985
6.160000 18.947807 19.070277 19.218248
6.200000 19.015961 19.155261 19.286271
6.240000 19.070293 19.227426 19.351429
6.280000 19.128761 19.306775 19.415477
6.320000 19.219351 19.381108 19.494902
6.360000 19.268078 19.444250 19.561038
6.400000 19.353494 19.517111 19.642083
6.440000 19.416789 19.593299 19.701268
6.480000 19.489559 19.669772 19.773238
6.520000 19.594155 19.739363 19.859732
6.560000 19.679031 19.815518 19.938924
6.585000 19.724279 19.867001 19.977234
6.600000 19.751743 19.893556 20.009259
6.640000 19.827153 19.962340 20.081362
6.680000 19.909893 20.049057 20.193647
6.720000 19.988626 20.132362 20.382812
6.760000 20.051212 20.207918 20.486686
6.810000 20.150744 20.281940 20.597090
6.840000 20.224167 20.335334 20.652673
6.880000 20.295527 20.420269 20.722213
6.920000 20.360044 20.510009 20.839953
6.960000 20.437526 20.606706 20.922948
7.000000 20.486862 20.690934 20.994587
7.040000 20.552599 20.765483 21.057359
7.080000 20.642741 20.840934 21.126300
7.120000 20.724104 20.921362 21.246789
7.160000 20.787541 21.000656 21.329132
7.200000 20.888225 21.083359 21.420424
7.240000 20.950197 21.150719 21.526576
7.280000 21.017546 21.244339 21.577852
7.320000 21.100031 21.335751 21.650484
7.360000 21.179494 21.398320 21.740539
7.400000 21.268285 21.497652 21.833638
7.440000 21.338346 21.564590 21.942169
7.480000 21.441442 21.651535 22.145438
7.520000 21.532340 21.783550 22.255350
7.560000 21.617217 21.881475 22.331179
7.600000 21.677984 22.003052 22.414236
7.640000 21.719498 22.151366 22.496414
7.680000 21.796490 22.274577 22.580178
7.720000 21.888915 22.376809 22.671579
7.760000 21.965154 22.474814 22.764404
7.840000 22.161740 22.683208 22.884046
7.880000 22.236131 22.796774 22.963871
7.900000 22.269012 22.838781 23.002049
7.920000 22.349052 22.895167 23.061572
7.960000 22.438979 22.975569 23.118070
8.000000 22.618588 23.067220 23.213630
8.040000 22.757501 23.140241 23.300599
8.080000 22.891292 23.221489 23.374669
8.100000 22.948457 23.260347 23.428220
8.120000 23.030992 23.307587 23.539462
8.160000 23.124646 23.405843 23.659985
8.200000 23.190217 23.504495 23.807820
8.240000 23.339819 23.592411 23.888831
8.280000 23.494737 23.678422 23.943979
8.320000 23.588023 23.775743 24.057152
8.360000 23.662901 23.863281 24.180114
8.415000 23.769016 23.988960 24.300074
8.440000 23.821545 24.049421 24.360720
8.480000 23.891195 24.148377 24.415489
8.520000 23.964865 24.227551 24.478915
8.560000 24.034190 24.331122 24.605509
8.600000 24.117144 24.415676 24.685349
8.640000 24.207285 24.519706 24.779190
8.680000 24.287547 24.608422 24.881798
8.720000 24.371223 24.696485 24.975711
8.760000 24.462313 24.778659 25.041450
8.840000 24.660544 24.955793 25.294023
8.880000 24.711821 25.059359 25.337168
8.920000 24.819012 25.141749 25.429637
8.960000 24.939464 25.243605 25.502283
9.000000 25.046983 25.313968 25.557524
9.040000 25.148067 25.397396 25.619643
9.080000 25.252940 25.479612 25.723413
9.120000 25.348250 25.558574 25.779440
9.160000 25.423450 25.660434 25.849283
9.185000 25.456882 25.718959 25.904342
9.215000 25.526836 25.787305 26.029644
9.240000 25.580234 25.833944 26.098304
9.280000 25.683918 25.921904 26.230977
9.320000 25.749145 26.004852 26.325568
9.360000 25.792802 26.084522 26.463949
9.400000 25.899880 26.171794 26.618195
9.440000 26.032066 26.272816 26.722323
9.480000 26.113618 26.369953 26.834207
9.520000 26.199606 26.460702 26.973360
9.560000 26.258491 26.552581 27.143356
9.600000 26.334155 26.651999 27.234052
9.640000 26.400075 26.770770 27.317681
9.680000 26.482970 26.877836 27.416241
9.720000 26.606214 26.981430 27.483869
9.760000 26.673674 27.078209 27.572630
9.800000 26.780265 27.171674 27.647088
9.840000 26.927039 27.284097 27.750607
9.960000 27.273453 27.580297 28.068816
10.000000 27.391185 27.713003 28.171106
10.040000 27.569322 27.836966 28.285649
10.080000 27.724373 27.959891 28.445974
10.120000 27.856097 28.081672 28.516044
10.160000 28.059443 28.236602 28.644028
10.195000 28.170066 28.341010 28.813389
10.200000 28.182390 28.354532 28.822306
10.240000 28.280945 28.479081 28.887785
10.280000 28.344640 28.625645 28.972048
