depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.050000 0.002828 0.031800 0.146370
0.100000 0.075522 0.153793 0.258269
0.150000 0.169302 0.266611 0.378417
0.170000 0.231456 0.325376 0.444872
0.200000 0.309303 0.408571 0.522113
0.250000 0.418872 0.530159 0.656836
0.290000 0.512813 0.630395 0.750484
0.300000 0.550480 0.661707 0.783086
0.350000 0.650807 0.771190 0.912776
0.400000 0.736509 0.912811 1.090755
0.450000 0.881353 1.045978 1.221257
0.490000 0.978719 1.152672 1.359723
0.530000 1.083200 1.257436 1.485142
0.540000 1.127546 1.290750 1.517937
0.590000 1.255463 1.455942 1.709507
0.640000 1.439852 1.612988 1.889312
0.650000 1.477165 1.663305 1.944834
0.690000 1.584915 1.810280 2.155304
0.740000 1.764025 2.004047 2.488841
0.750000 1.807104 2.063872 2.549882
0.790000 2.012103 2.342125 2.891109
0.840000 2.245282 2.752491 3.145366
0.890000 2.460705 3.106321 3.525974
0.940000 2.771747 3.383691 3.806507
0.990000 3.017517 3.605869 4.072774
1.010000 3.120132 3.733570 4.185385
1.030000 3.233867 3.815017 4.312716
1.080000 3.637694 4.089817 4.623795
1.130000 3.906965 4.409128 4.918751
1.180000 4.124525 4.684944 5.189013
1.230000 4.361815 4.934999 5.403533
1.280000 4.588883 5.239632 5.746639
1.330000 4.898336 5.533402 6.079105
1.380000 5.214144 5.814198 6.476146
1.430000 5.664390 6.121417 6.773718
1.500000 6.108225 6.591823 7.043879
1.550000 6.306444 6.887907 7.367285
1.580000 6.477259 7.039422 7.452472
1.600000 6.559046 7.148181 7.527705
1.650000 6.705071 7.342034 7.889383
1.700000 6.974016 7.534204 8.196562
1.750000 7.215722 7.703947 8.652645
1.800000 7.413692 7.902744 8.956910
1.850000 7.567906 8.152736 9.242091
1.860000 7.638722 8.205743 9.286469
1.900000 7.937879 8.440546 9.471282
2.010000 8.618584 9.249492 9.901770
2.020000 8.706563 9.318754 9.935192
2.030000 8.773651 9.396413 9.973412
2.080000 9.110885 9.641979 10.137419
2.130000 9.336705 9.907367 10.270046
2.180000 9.672606 10.128548 10.517531
2.300000 10.149978 10.717695 11.127780
2.330000 10.263473 10.830484 11.312196
2.380000 10.486053 11.014241 11.568303
2.430000 10.670524 11.257342 11.830918
2.480000 10.889019 11.559368 12.058956
2.510000 11.088864 11.763031 12.206505
2.560000 11.543838 12.119730 12.438415
2.590000 11.676515 12.283946 12.603287
2.610000 11.907123 12.370698 12.704197
2.660000 12.168189 12.594501 12.987362
2.710000 12.425696 12.761324 13.095003
2.760000 12.635362 12.951744 13.243749
2.780000 12.718797 13.053258 13.373670
2.810000 12.824401 13.238602 13.496464
2.860000 13.121879 13.566175 13.992439
2.910000 13.485189 13.875062 14.382438
3.000000 14.008640 14.514375 14.984678
3.050000 14.453702 14.851696 15.300877
3.100000 14.814220 15.212119 15.589059
3.150000 15.155915 15.545338 15.947117
3.200000 15.584229 15.970425 16.510232
3.240000 15.944911 16.362109 16.836254
3.250000 16.024659 16.466493 16.897647
3.280000 16.292071 16.748422 17.116694
3.300000 16.584637 16.911687 17.289021
3.350000 16.867741 17.325688 17.788698
3.400000 17.312840 17.747813 18.214465
3.450000 17.626950 18.143037 18.568423
3.500000 18.156698 18.559928 19.001703
3.530000 18.262844 18.794859 19.259133
3.580000 18.610702 19.142158 19.555276
3.630000 18.908916 19.511791 20.003009
3.680000 19.191051 19.873763 20.405455
3.730000 19.501648 20.214892 20.763999
3.780000 19.903905 20.571270 21.123160
3.830000 20.242635 20.922282 21.444236
3.880000 20.576656 21.268635 21.861283
3.940000 20.962042 21.771950 22.322173
3.980000 21.356575 22.052748 22.666097
4.010000 21.626949 22.271534 22.877311
4.060000 22.078282 22.642150 23.276160
4.110000 22.508171 23.002141 23.626602
4.120000 22.577150 23.065408 23.697633
4.160000 22.864809 23.377806 24.089025
4.210000 23.250965 23.727563 24.410872
4.260000 23.535770 24.123539 24.807613
4.310000 23.752982 24.507979 25.154611
4.360000 24.074433 24.904109 25.592554
4.410000 24.354280 25.264119 26.016597
4.600000 25.918187 26.819375 27.794127
4.650000 26.223163 27.191272 28.392308
4.700000 26.492835 27.542668 28.754888
4.750000 26.991836 27.829231 28.958236
4.800000 27.294574 28.117280 29.127044
4.850000 27.590619 28.375378 29.269046
4.900000 27.896592 28.648179 29.472688
4.950000 28.060728 28.925763 29.751266
5.000000 28.375021 29.162846 30.093833
5.040000 28.553762 29.316473 30.333409
5.090000 28.763521 29.532994 30.572788
5.140000 28.990850 29.773489 30.892605
5.190000 29.204204 30.022048 31.249863
5.240000 29.399291 30.244490 31.475784
5.290000 29.600149 30.484783 31.856731
5.340000 29.722488 30.820204 32.003501
5.390000 29.939950 31.022415 32.272747
5.440000 30.075347 31.254953 32.489923
5.490000 30.193246 31.487571 32.715613
5.530000 30.355025 31.643373 32.838171
5.580000 30.453153 31.934631 33.074472
5.630000 30.655888 32.164327 33.336368
5.680000 30.840474 32.339229 33.450339
5.730000 31.020927 32.548424 33.668820
5.780000 31.281687 32.728876 33.882754
5.830000 31.555382 32.914084 34.062510
5.880000 31.753637 33.096972 34.187170
5.930000 31.992721 33.292711 34.346209
6.000000 32.299232 33.549360 34.565636
6.050000 32.507080 33.750842 34.822531
6.100000 32.660751 33.961070 35.120365
6.150000 33.023559 34.150902 35.290203
6.200000 33.165525 34.366604 35.473409
6.250000 33.362182 34.582574 35.803981
6.300000 33.610172 34.797483 36.103217
6.350000 33.768018 35.021189 36.371120
