depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.030000 0.066418 0.375898 1.128285
0.055000 0.266043 0.593032 1.309811
0.105000 0.598051 1.123917 1.638962
0.130000 0.757894 1.337813 1.867310
0.205000 1.440585 2.175807 2.749402
0.230000 1.685064 2.395900 2.990265
0.255000 1.930032 2.616932 3.154507
0.280000 2.091096 2.834968 3.374165
0.305000 2.367499 3.034493 3.648787
0.330000 2.537681 3.228963 3.858889
0.355000 2.771989 3.450883 4.112420
0.380000 2.990570 3.672086 4.356271
0.455000 3.565475 4.386595 5.077188
0.480000 3.823593 4.595705 5.250298
0.505000 4.003048 4.807146 5.459236
0.530000 4.299432 5.032918 5.683202
0.555000 4.457924 5.257381 5.822881
0.580000 4.695477 5.427373 5.941991
0.605000 4.910949 5.630999 6.116147
0.630000 5.162572 5.838483 6.317452
0.655000 5.405940 6.078052 6.525234
0.680000 5.559874 6.256627 6.718739
0.705000 5.845480 6.466685 6.933530
0.730000 6.037630 6.664879 7.216737
0.755000 6.264647 6.879239 7.425875
0.780000 6.497254 7.086837 7.705991
0.805000 6.743483 7.314102 7.894776
0.830000 6.957171 7.532691 8.098732
0.855000 7.166613 7.754595 8.262819
0.880000 7.397482 8.003046 8.405603
0.905000 7.569957 8.217996 8.649374
0.930000 7.824829 8.425226 8.895605
0.955000 8.059041 8.632686 9.066428
0.980000 8.310573 8.850993 9.261246
1.005000 8.457088 9.049686 9.437180
1.055000 8.987001 9.425198 9.822225
1.080000 9.113985 9.612548 10.021761
1.105000 9.292830 9.803822 10.192934
1.130000 9.633666 9.980316 10.353177
1.155000 9.756194 10.138274 10.468369
1.180000 9.944908 10.313946 10.572322
1.205000 10.102673 10.476049 10.772002
1.230000 10.267616 10.620042 10.883777
1.255000 10.351633 10.735587 10.950417
1.280000 10.447887 10.849866 11.090772
1.305000 10.527440 10.968565 11.210717
1.330000 10.719630 11.079845 11.432870
1.355000 10.859953 11.158485 11.565664
1.380000 10.973399 11.297361 11.760935
