depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.030000 0.092964 0.436165 1.086756
0.055000 0.284890 0.623614 1.257197
0.105000 0.634747 1.114059 1.866820
0.130000 0.821769 1.339675 2.139449
0.205000 1.680702 2.335429 3.109490
0.230000 1.945168 2.514453 3.342186
0.255000 2.176127 2.687857 3.500807
0.280000 2.344274 2.901868 3.723350
0.305000 2.523315 3.098923 3.927563
0.330000 2.706987 3.299581 4.111837
0.355000 2.870084 3.533385 4.320634
0.380000 3.095049 3.749377 4.518746
0.455000 3.954917 4.556972 5.305317
0.480000 4.153758 4.762024 5.514679
0.505000 4.371217 4.940117 5.642740
0.530000 4.617387 5.129629 5.772821
0.555000 4.856164 5.309129 5.991304
0.580000 5.062321 5.537783 6.122370
0.605000 5.229590 5.726731 6.264029
0.630000 5.455459 5.928273 6.421551
0.655000 5.611366 6.119230 6.561495
0.680000 5.912997 6.329737 6.723554
0.705000 6.145717 6.546416 6.942448
0.730000 6.315393 6.765736 7.162814
0.755000 6.536697 6.972717 7.425493
0.780000 6.789539 7.179511 7.622084
0.805000 6.970675 7.421897 7.819538
0.830000 7.225290 7.658297 8.080163
0.855000 7.449571 7.872120 8.277452
0.880000 7.705205 8.117774 8.486565
0.905000 7.911642 8.344215 8.729799
0.930000 8.136716 8.588322 8.994768
0.955000 8.388076 8.816815 9.198888
0.980000 8.613363 9.044522 9.446570
1.005000 8.795701 9.234517 9.632661
1.055000 9.246524 9.680923 10.118986
1.080000 9.494416 9.883998 10.302692
1.105000 9.648349 10.061268 10.461268
1.130000 9.831106 10.225825 10.626612
1.155000 10.048834 10.395799 10.765163
1.180000 10.218739 10.565830 10.921480
1.205000 10.355594 10.708569 11.037080
1.230000 10.493554 10.860684 11.126307
1.255000 10.651881 11.002609 11.254977
1.280000 10.804596 11.122525 11.355396
1.305000 10.901155 11.236107 11.452811
1.330000 11.016331 11.347330 11.557522
1.355000 11.137873 11.451813 11.653131
1.380000 11.270535 11.564304 11.739720
1.405000 11.386735 11.677756 11.851499
1.430000 11.494482 11.791688 12.001547
1.455000 11.599085 11.892253 12.100387
1.480000 11.729083 12.012669 12.206445
1.505000 11.850840 12.122081 12.300121
1.530000 11.961636 12.217094 12.402894
1.555000 12.111362 12.322533 12.491058
