depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.030000 0.008105 0.241471 0.614100
0.080000 0.250049 0.604033 1.076009
0.130000 0.512314 0.966626 1.562203
0.180000 0.745903 1.378832 2.201782
0.230000 1.020042 1.754103 2.487524
0.280000 1.404891 2.179967 2.868123
0.330000 1.732914 2.580206 3.415805
0.380000 2.175880 3.012585 3.699361
0.430000 2.683314 3.437048 4.122691
0.480000 3.134650 3.806301 4.432066
0.530000 3.635217 4.181591 4.720335
0.580000 3.992981 4.509775 5.216928
0.630000 4.275729 4.831497 5.720220
0.680000 4.566740 5.174584 6.113086
0.730000 4.840005 5.523718 6.407754
0.780000 5.175408 5.874812 6.779546
0.830000 5.508899 6.277448 7.021849
0.880000 5.927171 6.655736 7.301057
0.930000 6.420563 7.019489 7.537642
0.980000 6.836424 7.388909 7.782325
1.030000 7.243100 7.715015 8.092384
1.080000 7.546573 7.984750 8.414129
1.130000 7.813372 8.266941 8.712605
1.180000 8.098793 8.544130 9.035185
1.230000 8.366989 8.800078 9.280139
1.280000 8.615325 9.069230 9.555512
1.330000 8.853042 9.331916 9.834053
1.380000 9.120287 9.584575 10.098653
1.430000 9.464459 9.864107 10.408378
1.480000 9.747692 10.120851 10.580527
1.530000 9.986526 10.407225 10.952631
1.580000 10.272103 10.685542 11.230323
1.630000 10.506437 10.986396 11.534617
1.680000 10.802282 11.249835 11.877337
1.730000 11.057656 11.551556 12.154962
1.780000 11.442598 11.886427 12.420387
1.830000 11.969914 12.368369 12.819597
1.880000 12.331201 12.785450 13.172379
1.930000 12.682523 13.086877 13.441905
1.980000 12.883528 13.361543 13.740242
2.030000 13.162515 13.645874 14.117710
2.080000 13.491402 13.924444 14.351932
2.130000 13.828625 14.233767 14.735807
2.180000 14.131642 14.574263 15.068301
2.230000 14.462390 14.896639 15.463553
2.280000 14.783267 15.238995 15.848897
2.330000 15.211080 15.712064 16.229081
2.380000 15.819291 16.340870 16.822197
2.430000 16.435290 16.906157 17.494218
2.480000 16.884160 17.413256 17.984830
2.530000 17.300571 17.909081 18.486853
2.580000 17.752566 18.408353 19.062155
2.630000 18.275644 18.869310 19.583436
2.680000 18.885624 19.384243 20.072563
2.730000 19.447306 20.009555 20.759645
2.780000 19.902565 20.637600 21.481483
2.830000 20.487256 21.212931 21.956345
2.880000 21.130213 21.875327 22.491724
2.930000 21.785086 22.497483 23.076215
2.980000 22.394700 23.074872 23.614914
3.030000 22.881682 23.553369 24.249708
3.080000 23.186761 24.078774 24.899710
3.130000 23.622823 24.581383 25.558968
