depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.000000 3.096221 5.066380 6.104135
0.040000 3.177848 5.173388 6.193960
0.200000 3.487253 5.478793 6.493456
0.400000 4.074148 5.859358 6.845735
0.600000 4.636866 6.208927 7.133044
1.000000 5.627657 6.896292 7.728865
1.200000 6.013262 7.253715 8.104201
1.400000 6.638560 7.606959 8.468973
1.600000 7.045188 7.965346 8.800903
1.800000 7.289692 8.327468 9.114514
2.000000 7.593293 8.725018 9.515257
2.200000 8.055414 9.113846 9.831587
2.400000 8.450494 9.518988 10.218672
2.500000 8.875864 9.710419 10.405833
2.600000 9.184175 9.964465 10.624252
2.800000 9.626968 10.438680 10.990529
3.000000 10.172422 10.905173 11.316281
3.100000 10.505328 11.178869 11.586762
3.200000 10.878274 11.476540 11.833581
3.300000 11.152856 11.686492 12.036076
3.400000 11.390229 11.883090 12.228600
3.500000 11.680845 12.084928 12.514715
3.600000 11.968841 12.350338 12.751204
3.700000 12.273556 12.643082 13.097954
3.800000 12.606810 12.964962 13.455480
3.900000 12.896968 13.229404 13.625617
4.000000 13.169344 13.464941 13.837256
4.040000 13.312467 13.572373 13.937372
4.080000 13.422397 13.686787 14.048435
4.100000 13.489331 13.730416 14.103331
4.120000 13.571336 13.780916 14.146603
4.160000 13.684014 13.903345 14.245444
4.200000 13.790650 14.030482 14.320587
4.240000 13.880658 14.157097 14.412696
4.280000 13.969107 14.274130 14.514663
4.300000 14.023495 14.330591 14.528944
4.320000 14.081575 14.385592 14.583026
4.360000 14.162254 14.494874 14.704475
4.400000 14.253098 14.609278 14.794910
4.440000 14.377415 14.724320 14.910695
4.480000 14.514391 14.840406 15.008085
4.500000 14.555723 14.900439 15.046039
4.520000 14.645895 14.962175 15.091379
4.560000 14.747690 15.075796 15.169716
4.585000 14.809805 15.140403 15.229165
4.595000 14.838773 15.169114 15.258411
4.600000 14.860015 15.181922 15.269316
4.640000 14.995070 15.290457 15.440884
4.680000 15.100209 15.407877 15.561203
4.700000 15.183267 15.466887 15.625181
4.720000 15.228928 15.515787 15.682257
4.760000 15.367808 15.612651 15.755842
4.800000 15.484398 15.691659 15.882597
4.840000 15.629077 15.786752 15.965097
4.880000 15.726474 15.879290 16.044675
4.900000 15.766078 15.922662 16.089765
4.920000 15.818582 15.980292 16.132302
4.960000 15.924565 16.069669 16.241260
5.000000 16.020805 16.157533 16.381297
5.040000 16.116729 16.233841 16.493324
5.080000 16.199174 16.322766 16.575399
5.100000 16.249863 16.369912 16.643524
5.120000 16.293123 16.407559 16.694337
5.160000 16.363604 16.493743 16.764771
5.200000 16.462644 16.578584 16.844875
5.240000 16.530938 16.664386 16.945370
5.280000 16.613464 16.767933 17.049785
5.300000 16.646056 16.823444 17.110793
5.320000 16.693412 16.869462 17.164637
5.360000 16.791637 16.977763 17.283315
5.385000 16.836274 17.054211 17.354550
5.395000 16.862780 17.073081 17.384224
5.400000 16.874654 17.087172 17.393339
5.440000 16.991849 17.210879 17.504207
5.480000 17.096240 17.310420 17.669266
5.500000 17.139489 17.359432 17.717627
5.520000 17.196260 17.405631 17.779938
