depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.030000 0.046071 0.366746 0.865218
0.055000 0.233230 0.564200 1.061871
0.105000 0.538797 1.013048 1.662369
0.130000 0.730525 1.237178 1.885369
0.205000 1.499333 2.226243 2.736657
0.230000 1.671908 2.450929 2.938753
0.255000 1.902942 2.638192 3.144768
0.280000 2.074637 2.832867 3.356346
0.305000 2.269764 3.032965 3.562352
0.330000 2.496711 3.229874 3.784638
0.355000 2.664608 3.437696 4.049161
0.380000 2.884421 3.644933 4.262966
0.455000 3.773004 4.437704 5.115792
0.480000 3.967492 4.653335 5.298233
0.505000 4.187331 4.857923 5.474293
0.530000 4.392031 5.070439 5.648633
0.555000 4.637669 5.269647 5.809116
0.580000 4.879806 5.459088 5.972067
0.605000 5.129079 5.641697 6.122076
0.630000 5.361400 5.829842 6.323172
0.655000 5.606044 6.026030 6.503265
0.680000 5.816780 6.219560 6.693305
0.705000 6.026702 6.446479 6.922275
0.730000 6.210186 6.655267 7.149784
0.755000 6.388085 6.883830 7.393597
0.780000 6.574734 7.113256 7.630434
0.805000 6.773181 7.330949 7.865602
0.830000 7.008060 7.545109 8.064387
0.855000 7.198091 7.755737 8.268141
0.880000 7.423504 7.969647 8.456079
0.905000 7.625660 8.181188 8.666338
0.930000 7.835907 8.396420 8.886143
0.955000 8.040100 8.608644 9.068437
0.980000 8.212750 8.803803 9.257280
1.005000 8.402524 8.958541 9.414345
1.055000 8.793117 9.256277 9.753491
1.080000 8.948896 9.403965 9.900425
1.105000 9.132250 9.554706 10.080117
1.130000 9.288958 9.701628 10.234265
1.155000 9.438279 9.841261 10.382432
1.180000 9.590355 9.999737 10.590254
1.205000 9.692450 10.149634 10.747159
1.230000 9.846873 10.301450 10.877985
1.255000 9.973225 10.436249 10.985712
1.280000 10.109789 10.570667 11.106535
1.305000 10.238126 10.695981 11.269302
1.330000 10.388326 10.825671 11.457048
1.355000 10.493145 10.951764 11.624815
1.380000 10.630432 11.082715 11.753563
1.405000 10.773651 11.219003 11.883012
1.430000 10.917762 11.344006 11.976180
1.455000 11.049466 11.471776 12.098843
1.480000 11.198061 11.611253 12.213035
1.505000 11.356197 11.754247 12.349605
1.530000 11.482533 11.901665 12.487897
1.555000 11.635841 12.054532 12.607140
1.580000 11.782753 12.204215 12.716934
1.605000 11.915263 12.353969 12.813927
1.630000 12.068883 12.491428 12.916242
1.655000 12.184128 12.624072 13.058079
1.680000 12.305898 12.742651 13.203048
1.705000 12.414351 12.863055 13.345966
1.730000 12.529034 12.977687 13.526225
1.755000 12.666871 13.102552 13.663206
1.780000 12.775590 13.228450 13.791806
1.805000 12.883763 13.363049 13.920084
1.830000 13.011819 13.497344 14.019857
1.855000 13.113301 13.637949 14.155904
1.880000 13.234926 13.760927 14.303228
1.905000 13.346955 13.888836 14.412503
1.930000 13.473106 14.010809 14.538678
1.955000 13.596127 14.141050 14.675667
1.980000 13.702741 14.267224 14.809803
2.005000 13.852540 14.378847 14.917475
2.055000 14.120336 14.615659 15.163850
2.080000 14.225017 14.739505 15.287323
2.105000 14.346845 14.871007 15.395920
2.155000 14.528500 15.109889 15.676224
2.180000 14.681421 15.240868 15.807085
2.205000 14.775145 15.377008 15.913535
2.230000 14.888163 15.521210 16.040888
2.255000 15.028399 15.662709 16.173714
2.280000 15.171045 15.800399 16.286070
2.305000 15.311981 15.950720 16.407489
2.330000 15.493595 16.080676 16.505174
2.355000 15.658470 16.213893 16.614935
2.405000 15.914371 16.436582 16.803418
2.430000 16.037556 16.555502 16.914839
2.455000 16.158290 16.665791 17.017875
2.480000 16.290095 16.786534 17.129957
2.505000 16.424148 16.897580 17.225558
2.530000 16.554950 17.010477 17.328603
2.555000 16.670083 17.124826 17.428776
2.580000 16.808248 17.229126 17.517823
2.605000 16.949732 17.344449 17.609201
2.630000 17.092442 17.445466 17.725770
2.655000 17.220281 17.551726 17.862986
2.680000 17.363122 17.660763 17.971047
2.705000 17.476204 17.775712 18.094036
2.730000 17.585788 17.885639 18.227921
2.755000 17.704979 18.001289 18.356201
2.780000 17.845360 18.121914 18.502413
2.805000 17.950274 18.248184 18.645607
2.830000 18.075038 18.375243 18.770929
2.855000 18.204589 18.494231 18.919847
2.880000 18.309567 18.616546 19.056213
2.905000 18.416198 18.747944 19.202810
2.930000 18.534534 18.878175 19.334919
2.955000 18.663213 19.003536 19.489683
3.005000 18.883931 19.262902 19.827461
3.055000 19.116848 19.547461 20.180481
3.080000 19.246741 19.692297 20.330888
3.105000 19.414838 19.879919 20.542108
3.130000 19.582566 20.074461 20.737819
3.155000 19.760795 20.276313 20.939476
3.180000 19.952273 20.469639 21.107551
3.205000 20.116668 20.668434 21.287351
3.230000 20.323159 20.860799 21.463204
3.255000 20.499404 21.045306 21.625590
3.280000 20.671942 21.240203 21.803138
3.305000 20.879492 21.427050 21.943621
3.330000 21.065114 21.619055 22.103889
3.355000 21.224070 21.795491 22.257457
3.380000 21.375890 21.969286 22.397490
3.405000 21.564387 22.151765 22.568504
3.430000 21.742806 22.320160 22.735172
3.455000 21.869395 22.477376 22.924320
3.480000 21.999932 22.623983 23.086300
3.505000 22.161324 22.764835 23.283727
3.530000 22.314038 22.904591 23.436715
3.580000 22.580039 23.194542 23.854948
3.605000 22.727739 23.332478 24.030886
3.630000 22.917491 23.468573 24.219988
3.730000 23.471279 24.030282 24.998232
3.755000 23.602571 24.173664 25.146572
3.780000 23.760853 24.331948 25.277695
3.805000 23.893859 24.490099 25.451341
3.830000 24.071785 24.652236 25.572525
3.855000 24.221953 24.816849 25.701917
3.880000 24.365891 24.974297 25.845359
3.905000 24.523078 25.111621 25.987756
3.930000 24.638140 25.238403 26.152934
3.955000 24.757418 25.360921 26.291626
3.980000 24.860855 25.483408 26.437376
4.005000 24.990371 25.598355 26.567675
4.130000 25.521988 26.098534 27.225681
4.180000 25.794709 26.320765 27.418056
4.230000 26.030281 26.553938 27.719590
4.280000 26.304262 26.798248 27.932764
4.330000 26.518663 27.066722 28.178132
4.355000 26.653304 27.209922 28.295364
4.380000 26.784677 27.349164 28.426804
4.405000 26.905064 27.496678 28.516589
4.430000 27.061818 27.643018 28.649232
4.455000 27.226292 27.786573 28.774937
4.480000 27.377166 27.915887 28.890454
4.505000 27.558262 28.051166 29.001137
4.530000 27.720927 28.179433 29.103694
4.555000 27.879352 28.308964 29.226744
4.580000 28.016211 28.429295 29.336721
4.605000 28.156506 28.555827 29.508285
4.630000 28.297771 28.685638 29.642571
4.655000 28.421709 28.830124 29.786866
4.680000 28.540170 28.965082 29.934989
4.705000 28.671473 29.126941 30.073065
4.730000 28.790232 29.285277 30.261901
4.755000 28.915984 29.447568 30.374053
4.780000 29.066444 29.596445 30.512123
4.805000 29.208889 29.751915 30.620558
4.830000 29.342069 29.909692 30.735068
4.855000 29.487469 30.057058 30.911695
4.880000 29.613207 30.195220 31.050020
4.905000 29.734505 30.351896 31.184726
4.930000 29.874473 30.499291 31.350100
