depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.895000 18.148234 18.226573 18.311513 18.315910 18.408965 18.503916
0.905000 18.265595 18.337160 18.416561 18.424735 18.516529 18.607919
0.915000 18.361301 18.434302 18.521973 18.525500 18.618639 18.706755
0.925000 18.468878 18.537062 18.623495 18.628278 18.723217 18.818320
0.935000 18.565466 18.636709 18.729728 18.731309 18.816777 18.919144
0.945000 18.658189 18.740287 18.835422 18.836943 18.929272 19.024321
0.955000 18.774731 18.866715 18.971693 18.971452 19.069481 19.185714
0.965000 18.920790 19.010869 19.119811 19.120852 19.232641 19.345585
0.975000 19.058413 19.168646 19.280336 19.290042 19.414891 19.553859
0.985000 19.168854 19.277362 19.398850 19.409247 19.542213 19.675668
0.995000 19.271801 19.380984 19.498426 19.511898 19.646126 19.797413
1.005000 19.368816 19.481327 19.601221 19.612228 19.747387 19.905672
1.025000 19.574345 19.679468 19.789227 19.802978 19.938121 20.080660
1.045000 19.773045 19.858109 19.967983 19.982546 20.109167 20.263223
1.055000 19.865879 19.958988 20.069216 20.081270 20.209345 20.357127
1.065000 19.960407 20.060534 20.166112 20.181733 20.311042 20.462309
1.085000 20.109916 20.229293 20.350331 20.359887 20.497089 20.630187
1.105000 20.288905 20.401103 20.536584 20.544874 20.693937 20.833364
1.115000 20.388941 20.502529 20.639570 20.650439 20.802188 20.948503
1.125000 20.498274 20.606721 20.748820 20.760585 20.914881 21.078540
1.135000 20.610964 20.729127 20.878219 20.883865 21.034594 21.199616
1.145000 20.756227 20.867161 21.016899 21.022348 21.172129 21.334238
1.155000 20.878073 20.999256 21.156246 21.160327 21.307740 21.505911
1.165000 20.992656 21.133905 21.293186 21.301103 21.457008 21.669022
1.175000 21.126721 21.274601 21.440678 21.458406 21.629237 21.929936
1.185000 21.253088 21.431413 21.601177 21.631651 21.821060 22.229718
1.195000 21.359038 21.558308 21.756274 21.814308 22.065978 22.517183
1.205000 21.469449 21.667661 21.923849 21.988688 22.326724 22.836262
1.225000 21.636598 21.895569 22.255802 22.364311 22.856366 23.688049
1.245000 21.817052 22.111705 22.586248 22.716870 23.343440 24.202425
1.265000 21.987134 22.323752 22.981945 23.082066 23.819279 24.843540
1.285000 22.168868 22.551252 23.407805 23.468793 24.340896 25.229862
1.305000 22.350809 22.770241 23.841091 23.843554 24.875593 25.719221
1.325000 22.544907 23.007000 24.268863 24.197324 25.316902 26.067454
1.345000 22.772204 23.251049 24.573111 24.527170 25.706642 26.462655
1.365000 22.970522 23.498755 24.952326 24.867337 26.146621 26.766990
1.385000 23.191152 23.753411 25.297753 25.185273 26.473359 27.203330
1.405000 23.424242 24.008719 25.616550 25.500737 26.778644 27.557313
1.425000 23.665527 24.226954 26.031706 25.817595 27.068926 27.951876
1.445000 23.860083 24.459922 26.374701 26.136848 27.374582 28.436385
1.465000 24.112775 24.719943 26.737680 26.475304 27.705043 29.154019
1.485000 24.381099 25.029237 27.028422 26.804935 27.984033 29.789290
1.505000 24.625160 25.331115 27.359867 27.154779 28.408855 30.223744
