depth	d18O
0.175	3.15
0.225	3.03
0.275	3.13
0.375	3.2
0.525	3.25
0.555	3.18
0.605	3.22
0.655	3.35
0.705	3.46
0.725	3.36
0.755	3.45
0.805	3.72
0.855	3.96
0.905	4.27
0.955	4.08
1.005	4.09
1.055	4.2
1.075	4.6
1.105	4.92
1.155	4.93
1.205	4.84
1.305	4.64
1.405	4.89
1.505	4.95
1.605	4.86
1.705	4.7
1.755	4.36
1.805	4.68
1.905	4.68
2.005	4.14
