depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.030000 0.041746 0.202323 0.394650 0.397354 0.581109 0.803345
0.080000 0.298735 0.509966 0.774518 0.800985 1.084574 1.480278
0.130000 0.546491 0.832220 1.197434 1.226439 1.593056 2.155814
0.180000 0.829625 1.179919 1.603073 1.640362 2.102366 2.632913
0.230000 1.153321 1.559625 2.025621 2.048170 2.545363 3.044120
0.280000 1.541847 1.943728 2.451451 2.449495 2.947643 3.435193
0.330000 1.889485 2.344074 2.877875 2.859820 3.343086 3.808887
0.380000 2.272649 2.794554 3.262763 3.258098 3.720642 4.112612
0.430000 2.784299 3.276542 3.691102 3.670013 4.080291 4.455119
0.480000 3.317025 3.736096 4.094977 4.079485 4.425567 4.726797
0.530000 3.922786 4.194325 4.505922 4.489375 4.757400 5.013040
0.580000 4.201621 4.506804 4.836844 4.828533 5.144427 5.444812
0.630000 4.493839 4.788024 5.172766 5.165942 5.529497 5.922323
0.680000 4.739655 5.085389 5.488482 5.491462 5.889572 6.280535
0.730000 4.960567 5.398945 5.845364 5.829011 6.261125 6.644543
0.780000 5.327417 5.739510 6.189893 6.172817 6.616199 6.980324
0.830000 5.701325 6.095855 6.534630 6.521581 6.925895 7.273785
0.880000 6.052466 6.507029 6.882033 6.870257 7.251707 7.557411
0.930000 6.472655 6.900067 7.244027 7.221950 7.543341 7.808427
0.980000 6.983891 7.321094 7.584539 7.578177 7.846294 8.046765
1.030000 7.490588 7.710715 7.926122 7.924915 8.142605 8.335898
1.080000 7.718222 7.954224 8.200330 8.198502 8.439260 8.705129
1.130000 7.927934 8.180454 8.455710 8.460405 8.733017 9.037005
1.180000 8.152890 8.423432 8.717594 8.720387 9.017464 9.326119
1.230000 8.387416 8.661002 8.979368 8.980335 9.304109 9.565679
1.280000 8.613191 8.924353 9.245695 9.245254 9.566547 9.860044
1.330000 8.915296 9.190043 9.506836 9.509137 9.821047 10.106207
1.380000 9.210277 9.492075 9.774136 9.780364 10.088002 10.360896
1.430000 9.496846 9.768757 10.040424 10.049692 10.330712 10.627879
1.480000 9.821618 10.071872 10.330103 10.331052 10.585304 10.893700
1.530000 10.101839 10.361390 10.622174 10.640064 10.921944 11.195348
1.580000 10.390861 10.662684 10.961903 10.967051 11.274172 11.550514
1.630000 10.681744 10.977069 11.284742 11.285176 11.606916 11.889529
1.680000 10.945715 11.251542 11.606546 11.594318 11.920804 12.226718
1.730000 11.220601 11.566791 11.922831 11.900876 12.225606 12.472774
1.780000 11.565179 11.955394 12.287276 12.256578 12.557455 12.786256
1.830000 12.121137 12.421346 12.706165 12.686797 12.940552 13.176720
1.880000 12.564967 12.829615 13.051736 13.042187 13.248850 13.472671
1.930000 12.930461 13.152150 13.339594 13.337062 13.527688 13.718715
1.980000 13.161983 13.382297 13.585109 13.584634 13.786623 14.008306
2.030000 13.393175 13.613021 13.825299 13.833836 14.067253 14.260782
2.080000 13.632641 13.856351 14.082544 14.082151 14.316189 14.568100
2.130000 13.897815 14.103668 14.332894 14.343952 14.596459 14.860666
2.180000 14.122288 14.354659 14.596132 14.603308 14.856807 15.142329
2.230000 14.462836 14.643286 14.870673 14.892403 15.155714 15.430642
2.280000 14.751384 14.963439 15.187413 15.205126 15.465043 15.729048
2.330000 15.126876 15.390588 15.656993 15.671690 15.968229 16.287385
2.380000 15.707434 16.038657 16.354380 16.378219 16.740725 17.177763
2.430000 16.299651 16.645709 17.037310 17.067183 17.475453 18.000454
2.480000 16.817081 17.189067 17.583107 17.603462 17.994761 18.483728
2.530000 17.300805 17.681844 18.103982 18.095933 18.494859 18.876790
2.580000 17.761208 18.180421 18.557270 18.544150 18.905839 19.223531
2.630000 18.318282 18.659931 18.983859 18.965383 19.270251 19.616156
2.680000 18.854829 19.105974 19.377192 19.386553 19.661022 19.945496
2.730000 19.230143 19.521841 19.891893 19.909175 20.264455 20.756498
2.780000 19.611376 20.019342 20.425490 20.474366 20.906695 21.556244
2.830000 20.036178 20.596796 21.077487 21.088318 21.594689 22.237406
2.880000 20.796671 21.281010 21.781127 21.775423 22.275246 22.788676
2.930000 21.557021 22.076759 22.528193 22.494439 22.921232 23.274307
2.980000 22.433529 22.711240 23.058914 23.061433 23.409096 23.712442
3.030000 22.735485 23.071926 23.476742 23.535902 24.009956 24.617269
3.080000 22.979987 23.375695 23.922360 23.972522 24.568467 25.257914
3.130000 23.205405 23.660349 24.336209 24.389097 25.143261 25.754453
3.180000 23.471845 23.948512 24.746085 24.809064 25.686196 26.473532
3.230000 23.723836 24.265206 25.134967 25.227062 26.155485 27.117601
3.280000 24.048672 24.661222 25.531605 25.623903 26.566149 27.575301
3.330000 24.349599 25.063954 25.936194 26.023744 26.961953 28.168673
3.380000 24.640890 25.472681 26.416345 26.449317 27.389567 28.646053
3.430000 24.963998 25.947733 26.870233 26.911318 27.829883 29.238770
3.480000 25.298094 26.443906 27.382982 27.416483 28.362002 29.930278
3.530000 25.557007 26.846120 27.893567 27.886589 28.916364 30.352324
3.580000 25.922424 27.256640 28.347651 28.335957 29.419183 30.766991
3.630000 26.364968 27.675786 28.812559 28.770704 29.877780 31.140475
3.680000 26.653214 28.110181 29.303337 29.214220 30.336416 31.546765
3.730000 26.965407 28.468402 29.749668 29.657450 30.862777 31.959495
3.780000 27.322090 28.970881 30.193728 30.109209 31.314647 32.395370
3.830000 27.671407 29.460293 30.621319 30.574897 31.797732 32.882812
3.880000 28.054774 29.957908 31.127951 31.056035 32.260415 33.226719
3.930000 28.285890 30.482115 31.651926 31.536717 32.748944 33.681699
3.980000 28.705614 31.060451 32.167621 32.027924 33.153475 34.093344
4.030000 29.129441 31.605973 32.650491 32.523301 33.603607 34.491508
4.080000 29.576610 32.171436 33.145483 33.023703 34.057187 34.948975
4.130000 29.974321 32.710787 33.664621 33.529837 34.517308 35.553531
4.180000 30.338363 33.261802 34.129880 34.033482 35.000598 36.070925
4.230000 30.953920 33.814222 34.568345 34.510647 35.519034 36.492520
4.280000 31.560228 34.227065 34.981956 35.003326 36.103307 36.988484
4.330000 31.748345 34.684163 35.534360 35.508459 36.656024 37.425108
4.380000 31.973513 35.144665 36.045190 36.002522 37.203887 37.789117
4.430000 32.348539 35.595233 36.540809 36.474312 37.693466 38.317211
4.480000 32.622803 36.036912 37.058882 36.922110 38.116237 38.699957
4.530000 33.157789 36.520256 37.573357 37.389263 38.517766 39.107225
4.630000 33.847375 37.641806 38.706444 38.450717 39.484032 40.500428
4.680000 34.046260 38.144194 39.091335 38.854868 39.856333 40.865209
4.730000 34.357735 38.567789 39.445162 39.219516 40.190509 41.379249
4.780000 34.723331 38.912895 39.759333 39.553423 40.531902 41.740204
4.830000 35.162281 39.218104 40.022674 39.866046 40.891036 42.194485
4.880000 36.442667 39.493737 40.285388 40.179330 41.223719 42.531420
4.930000 37.014155 39.777341 40.554739 40.488592 41.496271 42.882357
4.980000 38.119168 40.072826 40.846297 40.795965 41.820179 43.245777
5.030000 38.375083 40.329391 41.137181 41.097817 42.127863 43.733188
5.080000 38.946199 40.608068 41.437668 41.415206 42.523831 44.229721
5.130000 39.246699 40.921217 41.743747 41.734090 42.856295 44.652393
5.180000 39.509380 41.189938 42.055070 42.063832 43.248976 45.059896
5.230000 39.777527 41.462262 42.356187 42.407208 43.691547 45.353138
5.280000 40.143415 41.726874 42.725175 42.773102 44.167772 45.734128
5.330000 40.447688 41.980488 43.101241 43.135724 44.627239 46.150301
5.380000 40.552686 42.248983 43.498198 43.511705 45.123657 46.455362
5.430000 40.915873 42.513991 43.869986 43.879622 45.587669 46.794920
5.480000 41.210894 42.795205 44.223686 44.240192 46.024818 47.146645
5.530000 41.390534 43.118360 44.595496 44.615582 46.500994 47.600568
5.580000 41.916539 43.382958 44.949895 44.978718 46.894646 47.954232
5.630000 42.143068 43.672424 45.347744 45.337941 47.330490 48.315532
5.680000 42.340856 43.964351 45.798086 45.689236 47.681258 48.617115
5.730000 42.524372 44.266146 46.206966 46.042491 48.077550 49.030249
5.780000 42.771870 44.537995 46.554050 46.383918 48.390623 49.397678
5.830000 43.062148 44.859057 46.871201 46.730298 48.744095 49.690492
5.880000 43.156558 45.152211 47.240407 47.074515 49.121754 50.009199
5.930000 43.331313 45.474572 47.621369 47.431612 49.437702 50.397372
5.980000 43.541486 45.765154 48.000539 47.783225 49.722669 50.674449
6.030000 43.859646 46.097584 48.408981 48.136518 50.023918 51.107346
6.080000 44.343705 46.454328 48.888076 48.504652 50.328419 51.450333
6.130000 44.620615 46.836204 49.250056 48.877725 50.642906 51.793007
6.180000 45.062284 47.166666 49.623240 49.240778 50.920055 52.087079
6.230000 45.586290 47.593817 49.971473 49.608092 51.197946 52.391075
6.280000 46.044692 48.202753 50.332002 49.986410 51.486682 53.040451
6.330000 46.468061 48.688718 50.629758 50.362143 51.851302 53.553539
6.380000 46.818105 49.121162 50.924432 50.729423 52.131665 54.027091
6.430000 47.176167 49.624260 51.305588 51.108681 52.448295 54.464576
6.480000 47.831360 50.061432 51.673708 51.494047 52.824149 55.022569
6.530000 48.357531 50.437873 52.021672 51.874314 53.232772 55.342108
6.580000 48.849941 50.855136 52.370015 52.268285 53.615298 55.544088
6.630000 49.276343 51.252943 52.719768 52.648006 54.003829 55.918393
6.680000 49.741098 51.650137 53.035241 53.019127 54.381487 56.236005
6.730000 50.057868 52.103720 53.394412 53.398421 54.685121 56.612070
6.780000 50.517340 52.538401 53.784129 53.778281 55.032355 56.932923
6.830000 51.028018 52.933043 54.155132 54.142418 55.335495 57.270606
6.880000 51.434575 53.313819 54.535170 54.513258 55.737181 57.633467
6.930000 51.812399 53.701883 54.933651 54.896020 56.147678 57.962600
6.980000 52.063790 54.054304 55.335962 55.265443 56.514239 58.148474
7.030000 52.628268 54.453355 55.673487 55.642157 56.917469 58.369825
7.080000 53.150710 54.837947 56.028864 56.005451 57.233559 58.642441
7.130000 53.495244 55.225251 56.374858 56.376921 57.571651 58.910580
7.180000 53.904268 55.627532 56.757532 56.748330 57.899823 59.306325
7.230000 54.417924 56.044994 57.165240 57.122416 58.237408 59.564145
7.280000 54.933678 56.488526 57.531933 57.498435 58.566515 59.836969
7.330000 55.396330 56.951915 57.935117 57.906275 58.980229 60.042207
7.380000 55.880940 57.452894 58.380832 58.349844 59.349953 60.252755
7.430000 56.402230 57.935471 58.817683 58.764989 59.750043 60.477249
7.480000 57.051509 58.321032 59.227863 59.157982 60.101989 60.753293
7.530000 57.524422 58.731018 59.623594 59.537123 60.415044 61.025394
7.580000 57.942812 59.158504 60.015882 59.920116 60.720609 61.306369
7.630000 58.403749 59.612349 60.405257 60.306557 61.040239 61.577586
7.680000 58.876983 60.020629 60.747100 60.664767 61.361629 61.836889
7.730000 59.297003 60.470664 61.109249 61.035387 61.677326 62.113304
7.780000 59.844772 60.840644 61.470208 61.404715 62.015078 62.405579
7.830000 60.399539 61.262675 61.840724 61.787600 62.356857 62.808287
7.880000 60.914163 61.661238 62.220350 62.166540 62.709820 63.174756
7.930000 61.305338 62.024547 62.586170 62.547873 63.090806 63.569220
7.980000 61.657183 62.344117 62.920063 62.894000 63.443501 63.922480
8.030000 62.056144 62.678188 63.239413 63.219607 63.762571 64.291515
8.080000 62.374952 62.988573 63.543311 63.530727 64.046105 64.703137
8.130000 62.628969 63.260554 63.844529 63.818716 64.332349 65.068035
8.180000 62.863670 63.512259 64.124305 64.098231 64.645312 65.312260
8.230000 63.142295 63.766316 64.391601 64.371601 64.955238 65.678761
8.280000 63.390971 64.008792 64.631434 64.630624 65.254173 65.984567
8.330000 63.591499 64.271247 64.880980 64.886707 65.536123 66.188204
8.380000 63.848844 64.496217 65.126085 65.142117 65.798912 66.481254
8.430000 64.079838 64.708925 65.370018 65.390161 66.042875 66.763461
8.480000 64.286208 64.994178 65.616438 65.641103 66.311242 67.027637
8.580000 64.717747 65.483711 66.136796 66.141191 66.830738 67.578851
8.630000 64.950179 65.703256 66.408456 66.404606 67.076559 67.823908
8.680000 65.280443 65.986000 66.661754 66.662866 67.347931 68.097279
8.730000 65.542018 66.268894 66.936072 66.938720 67.578381 68.308022
8.780000 65.862204 66.550492 67.249583 67.232555 67.898874 68.570199
8.830000 66.278095 66.879934 67.543035 67.541626 68.205983 68.899256
8.880000 66.620090 67.216651 67.865476 67.872176 68.519665 69.277522
8.930000 67.010497 67.573385 68.222039 68.232952 68.853705 69.655760
8.980000 67.446302 67.977058 68.590820 68.623934 69.291213 70.081068
9.030000 67.853601 68.382475 68.979854 69.025755 69.658848 70.462352
9.080000 68.323129 68.797825 69.418431 69.456102 70.103595 70.864433
9.130000 68.765359 69.243248 69.869093 69.895734 70.546463 71.338592
9.180000 69.053325 69.623935 70.238309 70.263087 70.924500 71.639457
9.230000 69.336522 69.929091 70.578019 70.601434 71.269481 72.027467
9.280000 69.600287 70.208799 70.910113 70.915354 71.596296 72.316790
9.330000 69.809490 70.506168 71.242196 71.218049 71.894672 72.586893
9.380000 70.026941 70.766947 71.557996 71.516183 72.235028 72.886091
9.430000 70.264019 71.079691 71.855149 71.807494 72.552224 73.112561
9.480000 70.481900 71.362013 72.150610 72.093622 72.863749 73.421245
9.530000 70.723796 71.675173 72.469019 72.381012 73.092878 73.628517
9.580000 70.979658 71.987392 72.743719 72.673877 73.355327 73.885339
9.630000 71.334640 72.323137 73.046393 72.977191 73.614129 74.118010
9.680000 71.741044 72.668349 73.402307 73.291523 73.870394 74.336991
9.730000 72.226632 73.047880 73.705318 73.617699 74.166676 74.574286
9.780000 72.601218 73.439580 73.995119 73.937813 74.476354 74.838204
9.830000 73.016726 73.799971 74.335354 74.278555 74.774676 75.203882
9.880000 73.390125 74.195879 74.688062 74.637546 75.123942 75.553213
9.930000 73.801740 74.593932 75.057290 75.007081 75.459594 75.909309
9.980000 74.171498 74.918546 75.364116 75.331451 75.762328 76.223741
10.030000 74.560066 75.239187 75.653879 75.635757 76.061761 76.530129
10.080000 74.962288 75.504705 75.947797 75.927217 76.343807 76.850265
10.130000 75.212984 75.778549 76.221616 76.226056 76.661603 77.257563
10.180000 75.496804 76.060968 76.522754 76.536123 77.004382 77.761801
10.230000 75.765481 76.346210 76.834541 76.871635 77.389286 78.363760
10.280000 76.042999 76.631105 77.152148 77.204910 77.765750 78.859318
10.330000 76.387007 76.927781 77.478056 77.543422 78.160880 79.211318
10.380000 76.686195 77.205346 77.803604 77.871276 78.555443 79.542707
10.430000 76.964670 77.511702 78.159246 78.206695 78.908432 79.934261
10.480000 77.297989 77.777210 78.496178 78.537391 79.284964 80.259575
10.530000 77.596280 78.092345 78.827007 78.884193 79.649237 80.617570
10.580000 77.885879 78.442277 79.197739 79.247485 80.106571 80.906696
10.630000 78.240579 78.793660 79.568327 79.636987 80.495366 81.251112
10.680000 78.485149 79.165373 79.977877 80.006829 80.855242 81.601003
10.730000 78.881646 79.597395 80.426115 80.421251 81.259443 81.952925
10.780000 79.253612 80.011329 80.865492 80.830423 81.659631 82.359563
10.830000 79.651702 80.406707 81.273699 81.236271 82.037520 82.731257
10.880000 80.032867 80.866612 81.702936 81.646230 82.423906 83.071656
10.930000 80.391488 81.237911 82.074440 82.017290 82.837840 83.384235
10.980000 80.777442 81.581491 82.406233 82.366659 83.146312 83.720219
11.030000 81.153208 81.944679 82.741982 82.687403 83.434138 83.973362
11.080000 81.522628 82.289813 83.065168 83.008324 83.735298 84.225736
