depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.015000 0.008346 0.061435 0.188259 0.210003 0.358596 0.506079
0.140000 0.332568 0.486968 0.694429 0.702519 0.908931 1.133992
0.160000 0.420247 0.586197 0.783084 0.794577 1.001197 1.240921
0.235000 0.761338 0.927336 1.140382 1.149900 1.352202 1.637218
0.240000 0.785883 0.956086 1.169587 1.180354 1.383092 1.662241
0.320000 1.240410 1.556309 1.872163 1.891670 2.237307 2.633371
0.360000 1.554867 1.883015 2.235837 2.228003 2.566657 2.889190
0.420000 2.096690 2.478904 2.758069 2.740559 3.025165 3.236264
0.465000 2.634755 2.867772 3.085317 3.084302 3.313318 3.492526
0.480000 2.723834 2.957093 3.179869 3.176377 3.400465 3.588915
0.560000 3.092431 3.338156 3.577694 3.579690 3.807815 4.073445
0.640000 3.484469 3.767622 3.983598 3.992946 4.230374 4.578676
0.645000 3.519019 3.794143 4.015147 4.024620 4.261706 4.618246
0.720000 3.992393 4.383053 4.829583 5.075132 6.014033 7.100583
0.790000 4.516095 5.102845 5.974972 6.094034 7.243866 7.902017
0.800000 4.594070 5.171388 6.051791 6.171791 7.323473 7.967539
0.840000 4.905141 5.538826 6.451992 6.566059 7.699765 8.240485
0.935000 8.046044 8.261260 8.522421 8.545701 8.845813 9.166066
0.940000 8.083890 8.297797 8.562038 8.587714 8.894616 9.211606
0.980000 8.712271 9.086167 9.555722 9.547096 10.014942 10.350483
1.000000 8.932077 9.303103 9.764163 9.758415 10.231740 10.552565
1.020000 9.184052 9.517090 9.972836 9.968884 10.417389 10.746962
1.040000 9.398795 9.708302 10.183873 10.180566 10.653726 10.950353
1.060000 9.612660 9.936843 10.446475 10.424928 10.900082 11.150794
1.095000 10.808577 11.045350 11.213130 11.210456 11.376293 11.618416
1.100000 10.846545 11.079423 11.250604 11.248306 11.410136 11.661437
1.120000 11.044505 11.244779 11.383278 11.394704 11.549466 11.797779
