depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
7.530000 42.684281 43.046724 43.735740 43.966026 44.957609 46.123087
7.555000 42.777047 43.141374 43.826037 44.051895 45.040731 46.233949
7.580000 42.859501 43.203112 43.921198 44.137332 45.124254 46.370494
7.605000 42.933295 43.281441 44.009908 44.224611 45.241023 46.458338
7.630000 43.001564 43.345276 44.099805 44.306385 45.336174 46.594235
7.655000 43.069019 43.428637 44.172520 44.389523 45.401686 46.731849
7.680000 43.137770 43.503587 44.267738 44.472340 45.505169 46.833995
7.755000 43.327708 43.688058 44.503527 44.722626 45.785176 47.179520
7.780000 43.389139 43.756783 44.596137 44.806436 45.881742 47.281619
7.830000 43.522508 43.896961 44.772433 44.972068 46.062711 47.557154
7.855000 43.570532 43.967952 44.862498 45.057865 46.165875 47.659709
7.880000 43.642050 44.032952 44.948431 45.143574 46.250463 47.758041
7.905000 43.722110 44.087342 45.044311 45.229941 46.349351 47.854467
7.930000 43.777557 44.163940 45.121626 45.312426 46.468282 47.979187
7.955000 43.860170 44.237903 45.206462 45.394096 46.569427 48.074834
7.980000 43.907836 44.291942 45.298389 45.480016 46.694644 48.167319
8.005000 43.973536 44.367153 45.392377 45.563536 46.791199 48.316189
8.055000 44.098661 44.496419 45.599052 45.744637 47.048544 48.622820
8.080000 44.187505 44.558726 45.693143 45.825369 47.156595 48.786049
8.105000 44.239388 44.629021 45.798048 45.910280 47.296287 48.870539
8.130000 44.306394 44.694309 45.889005 45.999125 47.407858 48.919634
8.155000 44.374397 44.755719 45.972630 46.082730 47.558929 48.990099
8.180000 44.415903 44.827308 46.047640 46.167197 47.688277 49.064308
8.205000 44.485136 44.879105 46.128282 46.252652 47.812144 49.235759
8.230000 44.520345 44.944719 46.222169 46.340457 47.965591 49.298383
8.255000 44.590196 45.025601 46.315138 46.428977 48.109335 49.391443
8.280000 44.662669 45.092812 46.392785 46.517472 48.240775 49.482660
8.305000 44.709556 45.149718 46.486607 46.606065 48.362932 49.594951
8.330000 44.763079 45.209195 46.559489 46.693757 48.479163 49.664428
8.355000 44.833713 45.280682 46.656569 46.786769 48.604556 49.797541
8.380000 44.881076 45.345152 46.710968 46.878464 48.725962 49.954904
8.405000 44.945365 45.401980 46.787494 46.968494 48.829019 50.143272
8.430000 45.014163 45.469678 46.872868 47.057118 48.926261 50.224404
8.455000 45.079549 45.537937 46.957707 47.147607 49.021312 50.343563
8.480000 45.149644 45.590538 47.032093 47.235282 49.123622 50.403671
8.505000 45.233953 45.647426 47.109540 47.323275 49.219233 50.667023
8.530000 45.293373 45.711010 47.187765 47.414929 49.309359 50.806079
8.555000 45.352092 45.776258 47.270049 47.506389 49.425108 50.906105
8.580000 45.400610 45.834012 47.344308 47.598201 49.552445 51.022197
8.605000 45.467158 45.899789 47.431986 47.691370 49.659005 51.146828
8.630000 45.537607 45.963175 47.509279 47.781644 49.746060 51.234526
8.655000 45.582742 46.013725 47.598834 47.872791 49.868312 51.366736
8.680000 45.632067 46.087535 47.699019 47.965480 49.984663 51.454098
8.705000 45.690213 46.144771 47.790819 48.057761 50.091330 51.550251
8.730000 45.745659 46.207342 47.892889 48.150506 50.177474 51.736865
8.755000 45.822610 46.277153 47.999053 48.243155 50.284331 51.883348
8.780000 45.889919 46.342430 48.071959 48.334812 50.389174 51.968796
8.805000 45.945739 46.397591 48.173333 48.425421 50.485094 52.076441
8.830000 45.978374 46.471412 48.249023 48.516310 50.599998 52.160761
8.855000 46.020611 46.534618 48.366613 48.607543 50.655106 52.260142
8.880000 46.100252 46.596582 48.454632 48.695029 50.765826 52.406954
8.905000 46.178801 46.659465 48.563848 48.783702 50.906611 52.482518
8.930000 46.221313 46.710848 48.650648 48.872223 50.988836 52.551815
8.955000 46.287611 46.762472 48.731929 48.963360 51.122177 52.740185
8.980000 46.358371 46.834751 48.826417 49.054159 51.243181 52.897742
9.005000 46.415714 46.887476 48.919028 49.144734 51.393044 52.998459
9.030000 46.469553 46.947119 49.023169 49.233818 51.489302 53.096053
9.055000 46.533793 47.004011 49.144508 49.324398 51.614052 53.202164
9.080000 46.575285 47.064888 49.247202 49.415960 51.716947 53.306675
9.105000 46.646872 47.117183 49.349277 49.505976 51.834607 53.415803
9.130000 46.715493 47.173575 49.451964 49.596912 51.936950 53.594962
9.155000 46.776794 47.232052 49.547323 49.688874 52.056920 53.678472
9.180000 46.840980 47.282790 49.633933 49.782380 52.185280 53.778901
9.205000 46.899210 47.338484 49.727484 49.876669 52.317409 53.916580
9.230000 46.947040 47.420935 49.824316 49.969768 52.395321 54.048580
9.255000 47.025295 47.466674 49.930922 50.062796 52.495895 54.157845
9.280000 47.089218 47.553532 50.020748 50.154257 52.606263 54.325600
9.305000 47.144292 47.607576 50.127168 50.246902 52.689427 54.472760
9.330000 47.204715 47.664296 50.220957 50.340919 52.755550 54.574228
9.355000 47.247331 47.758911 50.317462 50.435687 52.878044 54.633227
9.380000 47.303549 47.816974 50.448886 50.532421 52.996695 54.780808
9.405000 47.352966 47.896511 50.510112 50.624107 53.088323 54.913859
9.430000 47.421570 47.972111 50.593326 50.719291 53.185240 55.020656
9.455000 47.477867 48.049925 50.696821 50.812766 53.282660 55.146198
9.480000 47.540489 48.150956 50.781688 50.906663 53.391856 55.299207
9.505000 47.630137 48.256192 50.849384 51.004038 53.503936 55.432609
9.530000 47.715517 48.342806 50.986310 51.098573 53.603540 55.511846
9.555000 47.798304 48.462269 51.080386 51.202350 53.712970 55.610422
