depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.130000 0.172461 0.498237 1.818088
0.140000 0.201292 0.531737 1.834340
0.150000 0.226455 0.570657 1.848827
0.160000 0.247794 0.603184 1.863103
0.170000 0.272757 0.636333 1.877378
0.180000 0.296045 0.667649 1.891653
0.190000 0.319146 0.696336 1.905928
0.200000 0.342340 0.725094 1.925631
0.210000 0.365535 0.756974 1.946948
0.220000 0.388729 0.788488 1.968266
0.230000 0.411924 0.821641 1.989583
0.240000 0.435118 0.852021 2.010900
0.250000 0.458313 0.883632 2.032217
0.260000 0.481507 0.919940 2.053535
0.270000 0.504701 0.957345 2.074852
0.280000 0.527896 0.995779 2.096169
0.290000 0.551090 1.026835 2.117487
0.300000 0.574285 1.061505 2.136027
0.310000 0.597479 1.096774 2.156209
0.320000 0.620674 1.135421 2.178030
0.330000 0.643868 1.169331 2.199851
0.340000 0.667063 1.203395 2.221672
0.350000 0.690031 1.238244 2.243494
0.360000 0.712910 1.272845 2.265315
0.370000 0.732204 1.310795 2.287136
0.380000 0.751498 1.347339 2.308957
0.390000 0.770792 1.382728 2.330779
0.400000 0.790087 1.418694 2.352600
0.410000 0.809381 1.446229 2.374421
0.420000 0.828675 1.480350 2.396242
0.430000 0.847969 1.510441 2.429784
0.440000 0.867263 1.541575 2.471240
0.450000 0.887025 1.576525 2.531132
0.460000 0.906154 1.608022 2.585509
0.470000 0.923764 1.641886 2.636943
0.480000 0.940907 1.675750 2.670234
0.490000 0.958050 1.708368 2.695902
0.500000 0.975193 1.737570 2.721570
0.510000 0.990567 1.773044 2.751509
0.520000 1.002795 1.809749 2.796115
0.530000 1.015980 1.845037 2.855162
0.540000 1.032100 1.878044 2.914210
0.550000 1.048220 1.911871 2.973257
0.560000 1.064339 1.946662 3.032304
0.570000 1.080459 1.980526 3.091352
0.580000 1.097802 2.014390 3.150399
0.590000 1.116198 2.048322 3.209446
0.600000 1.133726 2.080107 3.268493
0.610000 1.150216 2.111087 3.327541
0.620000 1.166706 2.144918 3.386588
0.630000 1.226620 2.186933 3.411561
0.640000 1.286535 2.228381 3.436534
0.650000 1.346449 2.267155 3.461506
0.660000 1.406363 2.308312 3.486479
0.670000 1.466277 2.351643 3.511452
0.680000 1.526191 2.396891 3.536425
0.690000 1.584004 2.439454 3.561397
0.700000 1.639717 2.481565 3.586370
0.710000 1.697484 2.520039 3.611343
0.720000 1.757754 2.562100 3.642302
0.730000 1.813074 2.602583 3.673283
0.740000 1.867346 2.644770 3.704264
0.750000 1.921618 2.684579 3.735245
0.760000 1.975890 2.726654 3.766226
0.770000 2.032730 2.769879 3.797207
0.780000 2.090842 2.812547 3.820966
0.790000 2.148953 2.857087 3.844548
0.800000 2.206274 2.902833 3.868129
0.810000 2.259852 2.947193 3.891711
0.820000 2.313431 2.990010 3.915292
0.830000 2.367009 3.032808 3.938874
0.840000 2.420587 3.069782 3.962456
0.850000 2.475412 3.110405 3.986037
0.860000 2.531125 3.157461 4.009619
0.870000 2.586838 3.202185 4.033200
0.880000 2.642551 3.244529 4.056782
0.890000 2.698264 3.286486 4.080364
0.900000 2.753832 3.330863 4.103945
0.910000 2.806433 3.373192 4.127527
0.920000 2.859033 3.416250 4.151108
0.930000 2.911634 3.457851 4.173515
0.940000 2.964234 3.500180 4.199652
0.950000 3.016835 3.546642 4.229595
0.960000 3.069435 3.587110 4.259537
0.970000 3.122036 3.625032 4.289479
0.980000 3.174636 3.675095 4.320889
0.990000 3.227237 3.718032 4.365824
1.000000 3.279838 3.756230 4.412228
1.010000 3.332438 3.801407 4.453238
1.020000 3.382180 3.837936 4.488532
1.030000 3.429312 3.878457 4.526305
1.040000 3.476444 3.921935 4.568258
1.050000 3.523577 3.963910 4.612796
1.060000 3.570709 4.008643 4.657334
1.070000 3.617841 4.052442 4.701873
1.080000 3.664974 4.098649 4.746411
1.090000 3.708980 4.142425 4.781162
1.100000 3.759099 4.184181 4.814247
1.110000 3.803613 4.223899 4.854969
1.120000 3.847579 4.259818 4.896052
1.130000 3.894787 4.299993 4.931198
1.140000 3.942665 4.338481 4.964822
1.150000 3.988662 4.382271 5.009672
1.160000 4.031600 4.425533 5.054522
1.170000 4.077871 4.471229 5.099373
1.180000 4.122614 4.513420 5.142551
1.190000 4.162452 4.555877 5.183634
1.200000 4.202291 4.599403 5.224717
1.210000 4.243275 4.643148 5.265800
1.220000 4.286027 4.684495 5.302633
1.230000 4.325612 4.730548 5.344542
1.240000 4.360302 4.772478 5.387896
1.250000 4.391012 4.814530 5.430132
1.260000 4.419069 4.835862 5.451509
1.270000 4.468776 4.873112 5.473998
1.280000 4.516500 4.912215 5.498337
1.290000 4.562316 4.951125 5.526853
1.300000 4.608131 4.988149 5.549650
1.310000 4.654537 5.027790 5.572657
1.320000 4.703803 5.062919 5.598690
1.330000 4.753070 5.100802 5.624724
1.340000 4.802337 5.138338 5.656453
1.350000 4.851208 5.178960 5.693025
1.360000 4.897628 5.215712 5.737172
1.370000 4.944048 5.251761 5.782508
1.380000 4.987373 5.288430 5.826920
1.390000 5.029494 5.327232 5.859701
1.400000 5.069852 5.365821 5.892481
1.410000 5.107087 5.404162 5.931911
1.420000 5.147115 5.441579 5.980808
1.430000 5.191133 5.474157 6.023224
1.440000 5.234025 5.512481 6.057662
1.450000 5.272863 5.552176 6.088789
1.460000 5.311042 5.592392 6.115383
1.470000 5.348865 5.633171 6.145387
1.480000 5.386688 5.662930 6.184668
1.490000 5.422091 5.703080 6.223949
1.500000 5.455385 5.740172 6.263229
1.510000 5.492733 5.784635 6.302510
1.520000 5.530081 5.822970 6.341791
1.530000 5.567430 5.863409 6.381072
1.540000 5.598461 5.899307 6.420352
1.550000 5.632108 5.941571 6.462242
1.560000 5.659759 5.988004 6.505302
1.570000 5.697477 6.032537 6.541564
1.580000 5.755711 6.074987 6.574156
1.590000 5.813591 6.124853 6.622783
1.600000 5.868720 6.179594 6.676487
1.610000 5.923849 6.228933 6.735255
1.620000 5.978978 6.277053 6.794024
1.630000 6.034107 6.327111 6.852792
1.640000 6.089236 6.372679 6.911560
