depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.030000 0.071679 0.436722 1.068558
0.055000 0.272429 0.630703 1.200006
0.105000 0.632419 1.135491 1.787227
0.130000 0.869212 1.376688 2.063777
0.205000 1.695187 2.387116 3.160833
0.230000 1.932644 2.586480 3.399264
0.255000 2.182693 2.779609 3.647095
0.280000 2.356817 2.980171 3.855265
0.305000 2.449053 3.186037 4.011124
0.330000 2.707429 3.372544 4.225147
0.355000 2.883844 3.582358 4.357478
0.380000 3.112646 3.737035 4.605650
0.455000 3.858406 4.471964 5.250311
0.480000 4.090868 4.641715 5.375273
0.505000 4.230974 4.862206 5.550747
0.530000 4.373316 5.026492 5.743586
0.555000 4.642329 5.217581 5.853750
0.580000 4.843031 5.403879 6.011527
0.605000 5.044334 5.584825 6.175528
0.630000 5.264859 5.782554 6.394355
0.655000 5.475923 5.987667 6.566577
0.680000 5.661596 6.145887 6.730803
0.705000 5.878362 6.318638 6.955518
0.730000 6.120377 6.493246 7.171348
0.755000 6.268491 6.729240 7.346196
0.780000 6.436817 6.929130 7.552209
0.805000 6.593144 7.094431 7.793290
0.830000 6.740809 7.287665 7.988815
0.855000 6.963760 7.501578 8.236981
0.880000 7.163397 7.717343 8.418109
0.905000 7.346255 7.959405 8.635040
0.930000 7.586459 8.176523 8.814566
0.955000 7.832500 8.392287 9.032218
0.980000 8.070234 8.584153 9.229376
1.005000 8.248440 8.806181 9.381584
1.055000 8.834724 9.256706 9.724414
1.080000 9.043175 9.413894 9.884964
1.105000 9.211492 9.617802 10.044523
1.130000 9.369863 9.806858 10.234021
1.155000 9.534295 9.965643 10.382485
1.180000 9.681131 10.140056 10.572221
1.205000 9.855799 10.307486 10.808659
1.230000 10.022273 10.448522 10.958687
1.255000 10.218767 10.586126 11.036452
1.280000 10.350589 10.691178 11.216782
1.305000 10.453464 10.816366 11.305257
1.330000 10.673146 10.923901 11.388832
1.355000 10.784769 11.054997 11.499148
1.380000 10.900846 11.172828 11.615494
1.405000 11.039628 11.314934 11.742115
1.430000 11.157704 11.455622 11.843757
1.455000 11.285082 11.614710 11.962715
1.480000 11.409522 11.757142 12.089959
1.505000 11.539083 11.890134 12.232539
1.530000 11.662394 12.025837 12.336301
1.555000 11.778302 12.160133 12.477758
1.580000 11.906803 12.318136 12.597111
1.605000 12.015630 12.439467 12.700546
1.630000 12.151572 12.577738 12.853756
1.655000 12.245506 12.700653 12.985583
1.680000 12.362527 12.838864 13.113057
1.705000 12.514234 12.984163 13.237092
1.730000 12.652163 13.121407 13.361520
1.755000 12.774774 13.258090 13.487284
1.780000 12.908322 13.380761 13.603647
1.805000 13.010110 13.511197 13.704722
1.830000 13.116806 13.624681 13.802636
1.855000 13.233946 13.735706 13.904910
1.880000 13.359416 13.845431 14.000803
1.905000 13.477925 13.946088 14.101058
1.930000 13.594554 14.030176 14.198270
1.955000 13.703203 14.139430 14.330007
1.980000 13.869918 14.224694 14.424507
2.005000 14.023695 14.318708 14.521641
2.055000 14.237870 14.506891 14.708482
2.080000 14.354925 14.602902 14.814856
2.105000 14.475849 14.708605 14.934893
2.155000 14.702858 14.903194 15.125247
2.180000 14.807179 15.011956 15.218505
2.205000 14.903593 15.116959 15.310631
2.230000 14.993720 15.232692 15.429747
2.255000 15.127550 15.348058 15.520420
2.280000 15.230487 15.448331 15.622777
2.305000 15.365305 15.558238 15.730616
2.330000 15.463828 15.651336 15.812313
2.355000 15.579049 15.736646 15.904814
2.405000 15.739207 15.899830 16.061309
2.430000 15.850710 15.980714 16.163937
2.455000 15.947103 16.076472 16.243415
2.480000 16.057786 16.168801 16.328486
2.505000 16.139196 16.268625 16.433582
2.530000 16.224000 16.367087 16.527307
2.555000 16.315594 16.466823 16.654246
2.580000 16.417337 16.562886 16.751440
2.605000 16.518691 16.657070 16.897711
2.630000 16.604574 16.763844 16.997361
2.655000 16.683170 16.860668 17.123623
2.680000 16.806336 16.981142 17.303941
2.705000 16.918344 17.108680 17.466381
2.730000 17.037038 17.279605 17.606648
2.755000 17.150726 17.421534 17.782870
2.780000 17.266295 17.572074 17.951213
2.805000 17.383295 17.725846 18.136194
2.830000 17.495827 17.908315 18.314259
2.855000 17.602676 18.087417 18.445493
2.880000 17.768945 18.274563 18.632634
2.905000 17.934885 18.445633 18.830160
2.930000 18.128184 18.641038 19.024546
2.955000 18.300784 18.822587 19.254365
3.005000 18.675487 19.187760 19.604261
3.055000 19.060025 19.570035 20.086709
3.080000 19.211423 19.765801 20.309977
3.105000 19.380976 19.957320 20.479118
3.130000 19.521579 20.171925 20.677702
3.155000 19.731823 20.369758 20.844103
3.180000 19.925814 20.563049 21.116737
3.205000 20.121625 20.717838 21.316774
3.230000 20.319356 20.873205 21.483407
3.255000 20.504996 21.045749 21.577501
3.280000 20.650418 21.227386 21.784844
3.305000 20.818314 21.423407 21.943930
3.330000 21.060880 21.607913 22.102944
3.355000 21.249959 21.773408 22.228191
3.380000 21.454966 21.927625 22.365412
3.405000 21.648553 22.059791 22.504486
3.430000 21.796991 22.206997 22.691396
3.455000 21.952141 22.343764 22.908088
3.480000 22.073288 22.462928 23.040349
3.505000 22.227449 22.601532 23.201768
3.530000 22.377217 22.744992 23.351240
3.580000 22.616663 23.034081 23.715480
3.605000 22.741897 23.183790 23.906489
3.630000 22.885285 23.314783 24.022689
3.730000 23.470677 23.977801 24.599283
3.755000 23.623393 24.130330 24.810874
3.780000 23.744185 24.295233 24.938217
3.805000 23.880753 24.423789 25.028247
3.830000 24.005007 24.560497 25.228046
3.855000 24.082265 24.697917 25.371800
3.880000 24.307813 24.875326 25.538727
3.905000 24.461074 25.024109 25.688523
3.930000 24.611200 25.176557 25.842134
3.955000 24.757574 25.315954 25.939854
3.980000 24.889281 25.455920 26.084310
