age(kyr) mean(permil) sigma(permil)
42.000000 4.598438 0.115414
42.100000 4.599924 0.115126
42.200000 4.600685 0.115262
42.300000 4.598778 0.116040
42.400000 4.594661 0.117665
42.500000 4.588017 0.119680
42.600000 4.580054 0.121467
42.700000 4.571764 0.122220
42.800000 4.563450 0.122406
42.900000 4.554323 0.122578
43.000000 4.544639 0.122328
43.100000 4.535136 0.122592
43.200000 4.527725 0.122784
43.300000 4.522591 0.122737
43.400000 4.518962 0.122297
43.500000 4.516848 0.121540
43.600000 4.515395 0.120920
43.700000 4.515688 0.120581
43.800000 4.518140 0.119949
43.900000 4.521566 0.118514
44.000000 4.524086 0.117083
44.100000 4.525803 0.115544
44.200000 4.527188 0.114846
44.300000 4.527351 0.115023
44.400000 4.523926 0.116066
44.500000 4.515861 0.117959
44.600000 4.503654 0.120091
44.700000 4.488356 0.122190
44.800000 4.472301 0.123812
44.900000 4.457190 0.125033
45.000000 4.443231 0.125864
45.100000 4.429793 0.126480
45.200000 4.416049 0.127051
45.300000 4.401711 0.127160
45.400000 4.387508 0.126610
45.500000 4.373368 0.125536
45.600000 4.359392 0.123902
45.700000 4.344725 0.121660
45.800000 4.330578 0.119180
45.900000 4.318436 0.116645
46.000000 4.308386 0.114141
46.100000 4.300635 0.113052
46.200000 4.294610 0.112736
46.300000 4.289809 0.112072
46.400000 4.286272 0.111513
46.500000 4.284794 0.111681
46.600000 4.285167 0.112183
46.700000 4.287559 0.113154
46.800000 4.292291 0.114518
46.900000 4.299945 0.116156
47.000000 4.310490 0.118102
47.100000 4.324289 0.121356
47.200000 4.340084 0.124902
47.300000 4.358075 0.128588
47.400000 4.376750 0.130942
47.500000 4.394718 0.131468
47.600000 4.411736 0.131042
47.700000 4.426688 0.130051
47.800000 4.440472 0.128943
47.900000 4.454100 0.127898
48.000000 4.469054 0.126746
48.100000 4.484124 0.125202
48.200000 4.497490 0.124393
48.300000 4.508788 0.124047
48.400000 4.519574 0.123764
48.500000 4.530407 0.122436
48.600000 4.539839 0.121303
48.700000 4.548595 0.120349
48.800000 4.556781 0.119295
48.900000 4.565115 0.117050
49.000000 4.571271 0.115819
49.100000 4.575545 0.114405
49.200000 4.577271 0.113526
49.300000 4.577068 0.112872
49.400000 4.575432 0.112655
49.500000 4.573472 0.112348
49.600000 4.571097 0.112287
49.700000 4.568472 0.112304
49.800000 4.566715 0.112861
49.900000 4.565937 0.113553
50.000000 4.565688 0.114224
50.100000 4.565021 0.115492
50.200000 4.562932 0.116762
50.300000 4.557432 0.118869
50.400000 4.550231 0.120609
50.500000 4.541384 0.121999
50.600000 4.531983 0.122969
50.700000 4.523352 0.122514
50.800000 4.515504 0.121136
50.900000 4.507593 0.119473
51.000000 4.498971 0.117869
51.100000 4.489477 0.116850
51.200000 4.480021 0.116658
51.300000 4.469483 0.117099
51.400000 4.459620 0.117557
51.500000 4.450130 0.118255
51.600000 4.440751 0.119213
51.700000 4.432095 0.119811
51.800000 4.424059 0.120250
51.900000 4.416062 0.120631
52.000000 4.407732 0.121401
52.100000 4.400152 0.121266
52.200000 4.392652 0.120725
52.300000 4.384431 0.120217
52.400000 4.375672 0.119549
52.500000 4.367552 0.119072
52.600000 4.359893 0.118240
52.700000 4.352626 0.117322
52.800000 4.346760 0.116756
52.900000 4.342015 0.116864
53.000000 4.338629 0.116681
53.100000 4.335105 0.117208
53.200000 4.332086 0.118360
53.300000 4.330643 0.119161
53.400000 4.330562 0.120426
53.500000 4.330734 0.122043
53.600000 4.332242 0.123243
53.700000 4.333654 0.123473
53.800000 4.335812 0.123384
53.900000 4.338735 0.123229
54.000000 4.342634 0.123696
54.100000 4.348188 0.124824
54.200000 4.353785 0.125918
54.300000 4.359830 0.126944
54.400000 4.366309 0.128040
54.500000 4.372398 0.128819
54.600000 4.378622 0.128795
54.700000 4.386455 0.128897
54.800000 4.394122 0.128557
54.900000 4.401001 0.127761
55.000000 4.408355 0.126693
55.100000 4.415728 0.125273
55.200000 4.422351 0.123102
55.300000 4.427963 0.121195
55.400000 4.431807 0.120004
55.500000 4.433137 0.119213
55.600000 4.432767 0.118111
55.700000 4.432003 0.117166
55.800000 4.430841 0.116871
55.900000 4.429757 0.116152
56.000000 4.428968 0.115296
56.100000 4.427846 0.114877
56.200000 4.425245 0.115380
56.300000 4.420589 0.115346
56.400000 4.415277 0.116282
56.500000 4.410022 0.117041
56.600000 4.405627 0.118371
56.700000 4.400730 0.119303
56.800000 4.395619 0.120192
56.900000 4.391203 0.121506
57.000000 4.386722 0.123411
57.100000 4.382627 0.125921
57.200000 4.378038 0.127649
57.300000 4.373407 0.129209
57.400000 4.368175 0.132441
57.500000 4.360137 0.135355
57.600000 4.349938 0.137632
57.700000 4.339115 0.138655
57.800000 4.328503 0.137752
57.900000 4.317683 0.137055
58.000000 4.306970 0.136477
58.100000 4.296295 0.135421
58.200000 4.284487 0.134687
58.300000 4.271148 0.133982
58.400000 4.256700 0.132648
58.500000 4.242866 0.130262
58.600000 4.231733 0.127286
58.700000 4.224457 0.124826
58.800000 4.222067 0.123486
58.900000 4.225907 0.123675
59.000000 4.236217 0.124748
59.100000 4.250694 0.125425
59.200000 4.266302 0.124495
59.300000 4.281062 0.123910
59.400000 4.294987 0.121898
59.500000 4.307946 0.120858
59.600000 4.319109 0.119833
59.700000 4.329306 0.119002
59.800000 4.339364 0.118719
59.900000 4.348435 0.119135
60.000000 4.355980 0.119971
60.100000 4.362368 0.120701
60.200000 4.368900 0.121139
60.300000 4.375383 0.121817
60.400000 4.381380 0.122853
60.500000 4.388001 0.123099
60.600000 4.396324 0.123183
60.700000 4.405205 0.122743
60.800000 4.414323 0.121979
60.900000 4.422966 0.120968
61.000000 4.431880 0.119990
61.100000 4.440479 0.118477
61.200000 4.448959 0.118060
61.300000 4.457741 0.119148
61.400000 4.467126 0.121172
61.500000 4.476643 0.124167
61.600000 4.486685 0.126812
61.700000 4.497261 0.129536
61.800000 4.508606 0.131410
61.900000 4.521245 0.132670
62.000000 4.534451 0.133136
62.100000 4.547582 0.132698
62.200000 4.560573 0.131209
62.300000 4.573346 0.128895
62.400000 4.584705 0.126796
62.500000 4.596036 0.124183
62.600000 4.606981 0.121561
62.700000 4.616509 0.120414
62.800000 4.625157 0.119290
62.900000 4.633821 0.118051
63.000000 4.642287 0.116217
63.100000 4.649817 0.115698
63.200000 4.656703 0.115700
63.300000 4.662483 0.115326
63.400000 4.667316 0.114081
