depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.030000 0.049351 0.384346 1.012877
0.055000 0.247180 0.658018 1.219908
0.105000 0.658283 1.175434 1.716790
0.130000 0.927737 1.427367 1.899065
0.205000 1.591802 2.327328 2.861755
0.230000 1.820700 2.558720 3.264303
0.255000 2.065287 2.745660 3.448518
0.280000 2.310974 2.999122 3.711140
0.305000 2.494178 3.194093 3.906253
0.330000 2.682032 3.372885 4.069165
0.355000 2.906159 3.563574 4.186068
0.380000 3.066014 3.769833 4.380500
0.455000 3.868440 4.425230 5.040520
0.480000 4.078770 4.644205 5.248775
0.505000 4.236394 4.840756 5.488150
0.530000 4.416861 5.024487 5.653804
0.555000 4.588805 5.249465 5.859669
0.580000 4.770944 5.432441 5.952173
0.605000 5.208865 5.677993 6.126794
0.630000 5.379397 5.880196 6.269707
0.655000 5.639856 6.079063 6.431535
0.680000 5.828965 6.266786 6.624284
0.705000 5.996479 6.464388 6.984473
0.730000 6.173373 6.698747 7.203376
0.755000 6.424695 6.906963 7.407978
0.780000 6.568324 7.124158 7.608282
0.805000 6.793664 7.308067 7.823569
0.830000 6.986921 7.498687 8.000956
0.855000 7.238174 7.723398 8.175382
0.880000 7.443889 7.979831 8.419332
0.905000 7.709827 8.213584 8.712869
0.930000 7.915170 8.431107 8.907776
0.955000 8.079338 8.649733 9.097255
0.980000 8.322930 8.872228 9.347952
1.005000 8.548361 9.055612 9.461322
1.055000 8.921463 9.434201 9.865639
1.080000 9.242175 9.611700 10.048640
1.105000 9.432662 9.773821 10.258731
1.130000 9.532991 9.983410 10.456198
1.155000 9.672139 10.147761 10.576396
1.180000 9.912390 10.307306 10.724063
1.205000 10.103379 10.475535 10.886903
1.230000 10.292470 10.623136 10.988219
1.255000 10.403744 10.761523 11.093473
1.280000 10.483825 10.883374 11.215183
1.305000 10.611434 10.994347 11.291978
1.330000 10.773983 11.104183 11.383559
1.355000 10.824461 11.230680 11.492306
1.380000 10.978915 11.362317 11.611846
1.405000 11.129466 11.475325 11.713676
1.430000 11.276179 11.586445 11.829594
1.455000 11.403646 11.695194 11.981199
1.480000 11.589994 11.812906 12.167192
1.505000 11.745014 11.928878 12.292988
1.530000 11.846446 12.059451 12.395938
1.555000 11.976938 12.168100 12.511025
1.580000 12.071563 12.276137 12.669326
1.605000 12.169161 12.397446 12.767882
1.630000 12.260270 12.521008 12.896363
1.655000 12.354450 12.660914 13.036631
1.680000 12.553175 12.845399 13.225398
1.705000 12.663928 13.030548 13.338346
1.730000 12.817376 13.206473 13.453805
1.755000 12.931310 13.361280 13.601336
1.780000 13.018699 13.497251 13.673703
1.805000 13.215199 13.608844 13.777279
1.830000 13.296156 13.710498 13.878249
1.855000 13.417871 13.816988 13.988578
1.880000 13.508230 13.909875 14.101584
1.905000 13.646073 14.016002 14.183759
1.930000 13.771793 14.108227 14.260557
1.955000 13.912617 14.208749 14.374281
1.980000 14.070336 14.300776 14.451651
2.005000 14.168174 14.400132 14.529279
2.055000 14.339115 14.591663 14.730905
2.080000 14.461098 14.687252 14.799720
2.105000 14.572937 14.772681 14.915328
2.155000 14.785282 14.959771 15.093291
2.180000 14.875047 15.054561 15.175258
2.205000 14.949583 15.145212 15.280141
2.230000 15.024752 15.242377 15.359084
2.255000 15.141136 15.331871 15.450089
2.280000 15.251765 15.421972 15.528816
2.305000 15.365413 15.519671 15.626053
2.330000 15.442976 15.613089 15.711409
2.355000 15.537561 15.693012 15.806405
2.405000 15.710516 15.850843 15.990722
2.430000 15.780021 15.933863 16.053995
2.455000 15.849532 16.016483 16.150270
2.480000 15.958656 16.104528 16.249617
2.505000 16.034467 16.184630 16.353149
2.530000 16.138399 16.275087 16.425492
2.555000 16.209989 16.354218 16.542898
2.580000 16.293544 16.452686 16.641662
2.605000 16.384252 16.541832 16.742605
2.630000 16.457825 16.638848 16.870351
2.655000 16.543005 16.731562 17.045555
2.680000 16.611809 16.838826 17.193854
2.705000 16.713741 16.933984 17.426374
2.730000 16.839845 17.048523 17.599315
2.755000 16.927545 17.158959 17.771291
2.780000 16.989518 17.289523 17.969008
