depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.000000 2.172990 4.732088 5.842852
0.040000 2.298854 4.779145 5.903886
0.200000 2.653522 5.053106 6.286353
0.400000 3.113492 5.379119 6.545673
0.600000 3.363245 5.725263 6.749992
1.000000 4.044237 6.339093 7.486808
1.200000 4.446337 6.692562 7.925822
1.400000 4.803558 7.077150 8.158607
1.600000 5.447885 7.411916 8.397358
1.800000 6.002188 7.782178 8.698459
2.000000 6.631722 8.109086 9.031198
2.200000 7.308814 8.478366 9.243430
2.400000 7.950873 8.906384 9.613151
2.500000 8.316485 9.146961 9.773650
2.600000 8.474432 9.340744 10.057062
2.800000 9.093941 9.851209 10.632311
3.000000 9.675081 10.370862 11.094974
3.100000 10.005479 10.682426 11.343151
3.200000 10.320524 11.012288 11.565519
3.300000 10.724062 11.324105 11.953485
3.400000 11.089622 11.617328 12.237967
3.500000 11.393209 11.888703 12.508065
3.600000 11.641367 12.183240 12.686672
3.700000 11.982710 12.511567 12.936058
3.800000 12.368647 12.843842 13.153864
3.900000 12.586175 13.077736 13.353011
4.000000 12.856284 13.249328 13.561455
4.040000 13.043566 13.337001 13.652570
4.080000 13.142977 13.431799 13.760891
4.100000 13.168298 13.492965 13.785441
4.120000 13.209306 13.525631 13.860473
4.160000 13.375135 13.598955 13.997721
4.200000 13.478398 13.697380 14.139141
4.240000 13.589041 13.799169 14.229656
4.280000 13.712366 13.942902 14.347913
4.300000 13.756616 13.998635 14.400694
4.320000 13.796973 14.058025 14.451477
4.360000 13.926973 14.214788 14.548427
4.400000 14.088719 14.347188 14.651241
4.440000 14.265133 14.501666 14.738356
4.480000 14.479680 14.626646 14.824640
4.500000 14.535459 14.701550 14.867503
4.520000 14.615903 14.769829 14.931623
4.560000 14.783149 14.919477 15.055856
4.585000 14.864390 15.008242 15.135970
4.595000 14.913096 15.040941 15.154114
4.600000 14.931363 15.059308 15.178551
4.640000 15.070719 15.194995 15.394163
4.680000 15.191688 15.336389 15.537497
4.700000 15.229370 15.416032 15.650859
4.720000 15.281703 15.484525 15.729129
4.760000 15.460127 15.630543 15.907125
4.800000 15.569471 15.793327 16.063042
4.840000 15.687363 15.933812 16.188562
4.880000 15.836657 16.071271 16.272472
4.900000 15.891786 16.145761 16.314501
4.920000 15.977111 16.204850 16.364602
4.960000 16.103460 16.314666 16.473221
5.000000 16.248403 16.418623 16.558491
5.040000 16.344691 16.521240 16.630171
5.080000 16.401639 16.607082 16.691933
5.100000 16.437017 16.638403 16.724443
5.120000 16.470435 16.676657 16.764599
5.160000 16.570370 16.746513 16.826674
5.200000 16.683333 16.810728 16.902444
5.240000 16.741050 16.887779 16.961859
5.280000 16.820609 16.952768 17.018619
5.300000 16.858238 16.989541 17.055572
5.320000 16.919505 17.025430 17.093044
5.360000 17.022563 17.093222 17.151858
5.385000 17.068806 17.137985 17.191650
5.395000 17.096190 17.158524 17.215218
5.400000 17.112935 17.170738 17.228099
5.440000 17.197610 17.264636 17.425613
5.480000 17.264023 17.369415 17.622373
5.500000 17.294485 17.414867 17.657853
5.520000 17.328647 17.480253 17.707151
5.560000 17.414895 17.618573 17.788397
5.600000 17.477655 17.734703 17.869159
5.640000 17.575729 17.830114 17.948819
5.680000 17.660686 17.903194 18.042082
5.700000 17.689189 17.941195 18.080763
5.720000 17.729922 17.981493 18.103692
5.760000 17.794439 18.063685 18.175663
5.800000 17.866652 18.135230 18.246828
5.840000 17.973408 18.205246 18.319879
5.880000 18.063456 18.278832 18.370722
5.900000 18.127510 18.315886 18.415491
5.920000 18.200356 18.350635 18.460190
5.960000 18.272362 18.422959 18.565065
6.000000 18.353297 18.494832 18.631504
6.040000 18.428108 18.570128 18.682731
6.080000 18.501739 18.642284 18.751286
6.120000 18.575114 18.712110 18.835555
6.160000 18.660585 18.780878 18.890202
6.200000 18.723768 18.849438 18.955891
6.240000 18.791731 18.928808 19.033059
6.280000 18.842312 19.003808 19.122952
6.320000 18.909679 19.067161 19.179117
6.360000 18.980759 19.138501 19.275972
6.400000 19.079228 19.203845 19.333720
6.440000 19.159840 19.271181 19.401034
6.480000 19.215214 19.345605 19.486178
6.520000 19.277640 19.425864 19.564655
6.560000 19.363364 19.495692 19.658872
6.585000 19.414600 19.548670 19.749387
6.600000 19.438346 19.588516 19.817971
