depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.030000 0.011331 0.234550 0.752757
0.155000 0.538246 1.191169 2.226045
0.280000 1.224310 2.227010 3.464741
0.405000 2.136653 3.281786 4.208234
0.530000 3.535062 4.312254 4.964644
0.655000 4.333309 5.294803 6.227390
0.780000 5.127081 6.216496 7.061237
0.905000 6.114530 7.048719 7.720373
1.030000 7.237161 7.796019 8.315545
1.142500 7.772506 8.361049 8.975018
1.255000 8.289975 8.913298 9.632484
1.367500 8.874878 9.459954 10.183758
1.480000 9.546065 10.050481 10.726743
1.592500 10.086927 10.766069 11.617015
1.705000 10.743599 11.549697 12.353417
1.817500 11.439111 12.311343 13.009771
1.930000 12.323255 13.012440 13.535692
2.046667 12.917106 13.603422 14.329130
2.163333 13.467667 14.194449 15.019268
2.280000 14.150435 14.810719 15.732036
2.413333 15.088602 16.156895 17.511245
2.546667 16.398501 17.757828 18.787906
2.680000 18.758222 19.293312 19.926180
2.780000 19.678428 20.553388 21.572508
2.880000 20.783554 21.833214 22.708590
2.980000 22.119910 22.999877 23.638450
