depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
0.750000 6.115801 6.636439 7.355787
0.916667 7.252823 8.667954 10.228406
1.083333 9.349233 10.890615 12.163706
1.250000 12.313972 12.931580 13.369031
1.400000 13.621337 14.177401 14.835339
1.550000 14.317146 14.978723 15.641489
1.700000 15.062817 15.673149 16.324653
1.850000 15.766510 16.359689 16.931472
1.975000 16.320788 16.930317 17.526994
2.100000 17.069499 17.590320 18.217445
2.283333 18.157064 19.445908 21.108071
2.466667 20.097107 21.689046 23.041906
2.650000 22.787743 23.712515 24.322865
2.850000 23.881019 25.183847 26.527705
3.050000 24.908473 26.474487 27.919657
3.250000 25.924250 27.661299 28.903268
3.450000 27.329986 28.710873 29.787848
3.650000 28.848607 29.793650 30.589587
3.850000 29.674321 30.826387 32.321452
4.050000 30.486616 31.802483 33.692421
4.250000 31.325300 32.823232 34.982850
4.450000 32.212855 33.836660 36.056788
4.650000 33.141180 34.876611 37.140573
4.850000 34.211045 35.982533 38.081238
5.050000 35.379447 37.109279 39.146584
5.250000 36.528954 38.303853 40.190241
