depth(m) lower_95(kyr) median(kyr) upper_95(kyr)
1.540000 14.009863 14.947938 15.697043
1.630000 14.577234 15.407651 16.068007
1.720000 15.208616 15.867605 16.536132
1.860000 15.801096 16.462615 17.121228
1.980000 16.237683 17.002193 17.771470
2.100000 16.748044 17.528371 18.360190
2.220000 17.306817 18.082201 18.881821
2.340000 17.852745 18.611175 19.378866
2.460000 18.567212 19.177224 19.886621
2.566667 19.062560 19.743668 20.509741
2.673333 19.596648 20.317607 21.182400
2.780000 20.208583 20.912863 21.742176
2.900000 20.732052 21.546009 22.430301
3.020000 21.357877 22.153324 23.088404
3.140000 22.086608 22.802310 23.695513
3.246667 22.647529 23.489722 24.453347
3.353333 23.317405 24.214656 25.120075
3.460000 24.110066 24.977701 25.747172
3.580000 24.985141 25.822562 26.659878
3.700000 25.900537 26.692198 27.402440
3.800000 26.653358 27.435150 28.224854
3.900000 27.487028 28.208590 28.934601
4.020000 28.312117 29.159247 29.960026
4.140000 29.292497 30.120003 30.762389
4.220000 29.835341 30.703666 31.397782
4.360000 30.573518 31.646443 32.886998
4.500000 31.371883 32.605207 34.043402
