age(kyr) mean(permil) sigma(permil)
0.000000 3.207219 0.238544
0.100000 3.281059 0.135550
0.200000 3.287074 0.113457
0.300000 3.283109 0.108754
0.400000 3.269892 0.102829
0.500000 3.267900 0.100116
0.600000 3.260956 0.100495
0.700000 3.257024 0.101247
0.800000 3.253330 0.100496
0.900000 3.250467 0.100289
1.000000 3.247826 0.100009
1.100000 3.245714 0.099942
1.200000 3.243741 0.099854
1.300000 3.240892 0.099313
1.400000 3.238841 0.099513
1.500000 3.236928 0.099741
1.600000 3.234986 0.099695
1.700000 3.233250 0.100033
1.800000 3.231499 0.100219
1.900000 3.229913 0.100609
2.000000 3.228562 0.101352
2.100000 3.226455 0.102125
2.200000 3.224452 0.103360
2.300000 3.222171 0.104148
2.400000 3.220010 0.104610
2.500000 3.217929 0.105288
2.600000 3.216965 0.105225
2.700000 3.215972 0.105648
2.800000 3.215312 0.105444
2.900000 3.215466 0.106176
3.000000 3.215691 0.106247
3.100000 3.214974 0.106958
3.200000 3.213047 0.107555
3.300000 3.210556 0.108069
3.400000 3.209771 0.108823
3.500000 3.207476 0.108805
3.600000 3.206286 0.108576
3.700000 3.204572 0.108835
3.800000 3.202112 0.108492
3.900000 3.202079 0.108838
4.000000 3.201118 0.108867
4.100000 3.203665 0.109223
4.200000 3.205176 0.109270
4.300000 3.207753 0.109381
4.400000 3.210245 0.109636
4.500000 3.211875 0.109866
4.600000 3.211322 0.109543
4.700000 3.213419 0.110232
4.800000 3.216083 0.111325
4.900000 3.216805 0.111221
5.000000 3.218490 0.111477
5.100000 3.221871 0.110000
5.200000 3.221354 0.108616
5.300000 3.221347 0.107548
5.400000 3.223681 0.106632
5.500000 3.224879 0.105973
5.600000 3.226275 0.105513
5.700000 3.228180 0.104989
5.800000 3.229059 0.104830
5.900000 3.230127 0.104718
6.000000 3.231962 0.104239
6.100000 3.233501 0.104173
6.200000 3.235317 0.104151
6.300000 3.237437 0.104169
6.400000 3.239879 0.104219
6.500000 3.242654 0.104295
6.600000 3.245764 0.104238
6.700000 3.249183 0.104337
6.800000 3.252931 0.104438
6.900000 3.256991 0.104538
7.000000 3.261344 0.104633
7.100000 3.265965 0.104723
7.200000 3.270829 0.104808
7.300000 3.275907 0.104891
7.400000 3.281178 0.104978
7.500000 3.286620 0.105073
7.600000 3.292217 0.105179
7.700000 3.297963 0.105300
7.800000 3.303853 0.105435
7.900000 3.309892 0.105583
8.000000 3.316088 0.105740
8.100000 3.322455 0.105899
8.200000 3.329006 0.106055
8.300000 3.335756 0.106201
8.400000 3.342717 0.106331
8.500000 3.349902 0.106441
8.600000 3.357320 0.106527
8.700000 3.364981 0.106588
8.800000 3.372892 0.106621
8.900000 3.381062 0.106629
9.000000 3.389502 0.106614
9.100000 3.398225 0.106577
9.200000 3.407247 0.106525
9.300000 3.416591 0.106463
9.400000 3.426285 0.106396
9.500000 3.436364 0.106332
9.600000 3.446865 0.106277
9.700000 3.457832 0.106239
9.800000 3.469304 0.106222
9.900000 3.481322 0.106232
10.000000 3.493916 0.106270
10.100000 3.507112 0.106337
10.200000 3.520927 0.106434
10.300000 3.535369 0.106559
10.400000 3.550436 0.106712
10.500000 3.566117 0.106892
10.600000 3.582392 0.107098
10.700000 3.599232 0.107327
10.800000 3.616594 0.107575
10.900000 3.634427 0.107835
11.000000 3.652668 0.108099
11.100000 3.671245 0.108356
11.200000 3.690079 0.108591
11.300000 3.709088 0.108794
11.400000 3.728189 0.108951
11.500000 3.747298 0.109054
11.600000 3.766339 0.109095
11.700000 3.785237 0.109071
11.800000 3.803925 0.108982
11.900000 3.822342 0.108831
12.000000 3.840436 0.108623
12.100000 3.858160 0.108368
12.200000 3.875481 0.108075
12.300000 3.892373 0.107755
12.400000 3.908824 0.107420
12.500000 3.924833 0.107080
12.600000 3.940412 0.106744
12.700000 3.955588 0.106422
12.800000 3.970396 0.106119
12.900000 3.984884 0.105840
13.000000 3.999111 0.105592
13.100000 4.013141 0.105376
13.200000 4.027047 0.105198
13.300000 4.040906 0.105061
13.400000 4.054801 0.104969
13.500000 4.068814 0.104924
13.600000 4.083027 0.104929
13.700000 4.097519 0.104985
13.800000 4.112366 0.105091
13.900000 4.127637 0.105245
14.000000 4.143393 0.105440
14.100000 4.159686 0.105671
14.200000 4.176561 0.105928
14.300000 4.194054 0.106203
14.400000 4.212195 0.106487
14.500000 4.231007 0.106773
14.600000 4.250512 0.107055
14.700000 4.270726 0.107329
14.800000 4.291666 0.107595
14.900000 4.313344 0.107853
15.000000 4.335770 0.108106
15.100000 4.358946 0.108358
15.200000 4.382861 0.108613
15.300000 4.407494 0.108874
15.400000 4.432804 0.109142
15.500000 4.458732 0.109416
15.600000 4.485199 0.109691
15.700000 4.512106 0.109961
15.800000 4.539338 0.110217
15.900000 4.566765 0.110449
16.000000 4.594251 0.110647
16.100000 4.621650 0.110800
16.200000 4.648817 0.110900
16.300000 4.675609 0.110939
16.400000 4.701889 0.110911
16.500000 4.727525 0.110815
16.600000 4.752395 0.110649
16.700000 4.776388 0.110415
16.800000 4.799402 0.110117
16.900000 4.821345 0.109760
17.000000 4.842136 0.109353
17.100000 4.861706 0.108904
17.200000 4.880001 0.108426
17.300000 4.896979 0.107927
17.400000 4.912617 0.107421
17.500000 4.926908 0.106919
17.600000 4.939864 0.106430
17.700000 4.951512 0.105964
17.800000 4.961898 0.105530
17.900000 4.971080 0.105133
18.000000 4.979129 0.104778
18.100000 4.986123 0.104468
18.200000 4.992146 0.104203
18.300000 4.997284 0.103982
18.400000 5.001621 0.103803
18.500000 5.005239 0.103662
18.600000 5.008214 0.103555
18.700000 5.010615 0.103480
18.800000 5.012503 0.103434
18.900000 5.013932 0.103413
19.000000 5.014945 0.103416
19.100000 5.015581 0.103439
19.200000 5.015871 0.103482
19.300000 5.015840 0.103542
19.400000 5.015510 0.103618
19.500000 5.014896 0.103708
19.600000 5.014011 0.103810
19.700000 5.012861 0.103921
19.800000 5.011452 0.104041
19.900000 5.009782 0.104166
20.000000 5.007851 0.104295
20.100000 5.005656 0.104426
20.200000 5.003192 0.104556
20.300000 5.000455 0.104684
20.400000 4.997442 0.104808
20.500000 4.994150 0.104925
20.600000 4.990576 0.105036
20.700000 4.986720 0.105137
20.800000 4.982582 0.105230
20.900000 4.978163 0.105312
21.000000 4.973465 0.105385
21.100000 4.968492 0.105449
21.200000 4.963252 0.105504
21.300000 4.957752 0.105551
21.400000 4.952007 0.105591
21.500000 4.946033 0.105622
21.600000 4.939849 0.105645
21.700000 4.933481 0.105659
21.800000 4.926958 0.105663
21.900000 4.920313 0.105654
22.000000 4.913583 0.105631
22.100000 4.906811 0.105592
22.200000 4.900041 0.105537
22.300000 4.893320 0.105463
22.400000 4.886697 0.105371
22.500000 4.880220 0.105262
22.600000 4.873938 0.105138
22.700000 4.867895 0.105001
22.800000 4.862133 0.104855
22.900000 4.856689 0.104704
23.000000 4.851595 0.104553
23.100000 4.846875 0.104405
23.200000 4.842548 0.104264
23.300000 4.838622 0.104134
23.400000 4.835098 0.104016
23.500000 4.831971 0.103913
23.600000 4.829226 0.103826
23.700000 4.826842 0.103754
23.800000 4.824793 0.103697
23.900000 4.823046 0.103655
24.000000 4.821568 0.103626
24.100000 4.820320 0.103610
24.200000 4.819264 0.103607
24.300000 4.818359 0.103618
24.400000 4.817568 0.103643
24.500000 4.816849 0.103685
24.600000 4.816167 0.103744
24.700000 4.815486 0.103823
24.800000 4.814773 0.103922
24.900000 4.813998 0.104041
25.000000 4.813133 0.104178
25.100000 4.812154 0.104333
25.200000 4.811039 0.104500
25.300000 4.809768 0.104678
25.400000 4.808324 0.104860
25.500000 4.806688 0.105043
25.600000 4.804843 0.105223
25.700000 4.802775 0.105396
25.800000 4.800464 0.105559
25.900000 4.797897 0.105711
26.000000 4.795054 0.105851
26.100000 4.791922 0.105978
26.200000 4.788484 0.106094
26.300000 4.784728 0.106200
26.400000 4.780643 0.106297
26.500000 4.776223 0.106388
26.600000 4.771465 0.106474
26.700000 4.766371 0.106557
26.800000 4.760950 0.106638
26.900000 4.755216 0.106716
27.000000 4.749190 0.106791
27.100000 4.742901 0.106862
27.200000 4.736380 0.106928
27.300000 4.729667 0.106986
27.400000 4.722805 0.107035
27.500000 4.715841 0.107072
27.600000 4.708824 0.107096
27.700000 4.701803 0.107102
27.800000 4.694829 0.107087
27.900000 4.687951 0.107047
28.000000 4.681216 0.106977
28.100000 4.674671 0.106875
28.200000 4.668357 0.106735
28.300000 4.662315 0.106559
28.400000 4.656584 0.106345
28.500000 4.651199 0.106098
28.600000 4.646199 0.105825
28.700000 4.641619 0.105535
28.800000 4.637499 0.105240
28.900000 4.633880 0.104954
29.000000 4.630802 0.104691
29.100000 4.628308 0.104466
29.200000 4.626430 0.104291
29.300000 4.625192 0.104175
29.400000 4.624599 0.104120
29.500000 4.624630 0.104123
29.600000 4.625241 0.104174
29.700000 4.626365 0.104260
29.800000 4.627917 0.104364
29.900000 4.629803 0.104466
30.000000 4.631927 0.104551
30.100000 4.634197 0.104606
30.200000 4.636528 0.104624
30.300000 4.638847 0.104601
30.400000 4.641086 0.104538
30.500000 4.643187 0.104441
30.600000 4.645094 0.104318
30.700000 4.646761 0.104181
30.800000 4.648145 0.104043
30.900000 4.649206 0.103916
31.000000 4.649913 0.103813
31.100000 4.650241 0.103743
31.200000 4.650173 0.103715
31.300000 4.649699 0.103730
31.400000 4.648823 0.103789
31.500000 4.647554 0.103887
31.600000 4.645914 0.104017
31.700000 4.643931 0.104168
31.800000 4.641641 0.104331
31.900000 4.639082 0.104496
32.000000 4.636296 0.104655
32.100000 4.633325 0.104803
32.200000 4.630210 0.104937
32.300000 4.626986 0.105056
32.400000 4.623688 0.105164
32.500000 4.620344 0.105263
32.600000 4.616978 0.105357
32.700000 4.613904 0.105741
32.800000 4.610957 0.106112
32.900000 4.608755 0.106968
33.000000 4.606457 0.107248
