depth	age	error	dR	dSTD	cc
0.03	0.38	0.03	0	0.2	2
0.98	5.3	0.05	0	0.2	2
1.1	5.92	0.04	0	0.2	2
1.63	8.48	0.06	0	0.2	2
1.9	9.15	0.05	0	0.2	2
2.25	10.8	0.09	0	0.2	2
2.575	12.22	0.07	0	0.2	2
2.9	14.21	0.09	0	0.2	2
3.1	16.14	0.1	0	0.2	2
3.8	20.26	0.11	0	0.2	2
4.2	23.23	0.21	0	0.2	2
4.5	25.06	0.26	0	0.2	2
4.63	27.03	0.22	0	0.2	2
5.08	29.48	0.26	0	0.2	2
5.425	30.84	0.52	0	0.2	2
5.63	32.46	0.35	0	0.2	2
6.18	36.29	0.56	0	0.2	2
6.5	39.68	1.09	0	0.2	2
6.8	41.2	2.03	0	0.2	2
