17	1130	50	500	200 2
29	1390	40	500	200 2
53	1600	40	500	200 2
65	2550	40	500	200 2
75	2100	40	500	200 2
89	4290	40	500	200 2
101	4220	40	500	200 2
123	5080	40	500	200 2
158	7100	40	500	200 2
186	7590	40	500	200 2
202	9280	60	500	200 2
230	10520	40	500	200 2
259	11780	40	500	200 2
278	11780	40	500	200 2
324	13030	40	500	200 2
328	14860	60	500	200 2
350	16490	80	500	200 2
412	19960	80	500	200 2
