depth(m) lower_95(kyr) lower_68(kyr) median(kyr) mean(kyr) upper_68(kyr) upper_95(kyr)
0.015000 0.013919 0.085133 0.240792 0.272978 0.448230 0.730415
0.235000 0.470073 0.734201 0.972538 0.983976 1.224556 1.589796
0.465000 2.527252 2.946403 3.262638 3.268186 3.583719 4.027829
0.645000 3.031117 3.447378 3.775409 3.780038 4.118663 4.539984
0.935000 7.874484 8.190967 8.472879 8.494977 8.805651 9.207228
1.095000 10.617002 11.084071 11.432691 11.434855 11.806838 12.262016
1.145000 10.983271 11.403038 11.763556 11.760117 12.140525 12.479501
1.215000 11.238496 11.655548 12.048258 12.021871 12.383684 12.665721
1.255000 11.315206 11.783244 12.157700 12.125876 12.471295 12.745827
1.315000 11.569515 12.072891 12.447518 12.402742 12.703548 13.052676
1.545000 13.745100 14.183731 14.625095 14.616818 15.037271 15.500750
1.625000 14.030727 14.459519 14.887766 14.868529 15.252998 15.687618
1.730000 15.026734 15.532040 15.929619 15.919094 16.309765 16.762546
1.865000 15.110284 15.582755 15.965047 15.958293 16.343983 16.777973
2.015000 15.566991 16.017455 16.349231 16.342669 16.673765 17.044763
2.265000 16.549318 17.046065 17.402097 17.400802 17.777184 18.169307
2.315000 16.781000 17.181724 17.498224 17.491727 17.802827 18.147773
2.405000 17.160452 17.552617 17.882826 17.867837 18.159326 18.539298
2.465000 17.980658 18.348832 18.677066 18.680862 19.006568 19.426751
2.565000 18.083879 18.402560 18.710205 18.711116 19.000722 19.395110
2.785000 19.714117 20.190716 20.561263 20.566335 20.934009 21.479037
2.865000 19.504562 19.907508 20.226232 20.220817 20.530174 20.923523
3.065000 20.722764 21.110420 21.458783 21.448168 21.778546 22.121573
3.145000 21.337462 21.898022 22.244813 22.229685 22.578798 22.977680
3.465000 23.586254 24.038322 24.433712 24.433150 24.829035 25.299324
3.465000 23.489448 23.953975 24.338258 24.345638 24.745512 25.186235
3.705000 25.213502 25.726283 26.083180 26.092435 26.482888 26.949250
3.905000 27.077476 27.472269 27.827771 27.853656 28.244441 28.709212
4.145000 28.887052 29.298764 29.669002 29.656932 29.993849 30.458970
4.145000 29.243053 29.722390 30.085937 30.082186 30.457337 30.823185
4.225000 29.359051 30.031464 30.444800 30.431036 30.842238 31.374113
4.505000 31.741098 32.460249 33.200627 33.142786 33.778015 34.353960
