age(kyr) mean(permil) sigma(permil)
34.800000 4.531289 0.165437
34.900000 4.529527 0.168584
35.000000 4.528030 0.171810
35.100000 4.526893 0.175150
35.200000 4.526054 0.178521
35.300000 4.525299 0.181836
35.400000 4.524591 0.185106
35.500000 4.523936 0.188348
35.600000 4.523312 0.191545
35.700000 4.522744 0.194695
35.800000 4.522176 0.197799
35.900000 4.521609 0.200857
36.000000 4.521042 0.203868
36.100000 4.520477 0.206833
36.200000 4.519911 0.209750
36.300000 4.519347 0.212622
36.400000 4.518783 0.215448
36.500000 4.518220 0.218229
36.600000 4.517657 0.220967
36.700000 4.517095 0.223662
36.800000 4.516533 0.226315
36.900000 4.515972 0.228927
37.000000 4.515412 0.231500
37.100000 4.514852 0.234034
37.200000 4.514293 0.236531
37.300000 4.513735 0.238991
37.400000 4.513177 0.241415
37.500000 4.512620 0.243805
37.600000 4.512063 0.246162
37.700000 4.511507 0.248487
37.800000 4.510952 0.250781
37.900000 4.510397 0.253045
38.000000 4.509843 0.255279
38.100000 4.509289 0.257486
38.200000 4.508736 0.259665
38.300000 4.508183 0.261818
38.400000 4.507632 0.263945
38.500000 4.507080 0.266047
38.600000 4.506530 0.268125
38.700000 4.505980 0.270180
38.800000 4.505430 0.272212
38.900000 4.504881 0.274221
39.000000 4.504333 0.276210
39.100000 4.503786 0.278178
39.200000 4.503238 0.280126
39.300000 4.502692 0.282055
39.400000 4.502146 0.283965
39.500000 4.501601 0.285857
39.600000 4.501056 0.287732
39.700000 4.500512 0.289590
39.800000 4.499969 0.291432
39.900000 4.499426 0.293257
40.000000 4.498883 0.295066
