Age(kyr) mean(permil) sigma(permil)
0	3.36	0.19
0.5	3.3	0.3
1	3.4	0.22
1.5	3.43	0.27
2	3.4	0.25
2.5	3.26	0.29
3	3.43	0.23
3.5	3.43	0.38
4	3.34	0.26
4.5	3.35	0.24
5	3.33	0.25
5.5	3.34	0.31
6	3.42	0.24
6.5	3.36	0.29
7	3.38	0.35
7.5	3.33	0.17
8	3.41	0.22
8.5	3.49	0.23
9	3.45	0.25
9.5	3.59	0.35
10	3.67	0.36
10.5	3.72	0.38
11	3.78	0.48
11.5	3.87	0.51
12	3.95	0.33
12.5	4.09	0.3
13	4.24	0.4
13.5	4.3	0.33
14	4.3	0.32
14.5	4.28	0.35
15	4.47	0.33
15.5	4.6	0.31
16	4.63	0.28
16.5	4.74	0.31
17	4.88	0.23
17.5	4.93	0.2
18	4.97	0.22
18.5	4.99	0.27
19	5	0.23
19.5	5.03	0.25
20	4.87	0.29
20.5	4.95	0.27
21	5	0.25
21.5	4.88	0.27
22	4.93	0.24
22.5	4.89	0.22
23	4.89	0.19
23.5	4.85	0.21
24	4.85	0.22
24.5	4.84	0.24
25	4.87	0.21
25.5	4.83	0.29
26	4.84	0.28
26.5	4.68	0.26
27	4.8	0.25
27.5	4.72	0.24
28	4.64	0.28
28.5	4.67	0.22
29	4.62	0.3
29.5	4.55	0.24
30	4.69	0.31
30.5	4.68	0.29
31	4.59	0.23
31.5	4.48	0.23
32	4.55	0.24
32.5	4.57	0.2
33	4.5	0.29
33.5	4.43	0.28
34	4.49	0.28
34.5	4.51	0.26
35	4.52	0.26
35.5	4.54	0.24
36	4.55	0.26
36.5	4.47	0.23
37	4.37	0.23
37.5	4.4	0.26
38	4.35	0.28
38.5	4.53	0.28
39	4.51	0.3
39.5	4.53	0.26
40	4.51	0.22
40.5	4.5	0.21
41	4.54	0.23
41.5	4.56	0.24
42	4.52	0.3
42.5	4.45	0.3
43	4.45	0.27
43.5	4.44	0.26
44	4.46	0.24
44.5	4.46	0.23
45	4.45	0.26
45.5	4.4	0.28
46	4.33	0.29
46.5	4.29	0.31
47	4.31	0.28
47.5	4.36	0.27
48	4.4	0.27
48.5	4.43	0.22
49	4.43	0.24
49.5	4.37	0.24
50	4.3	0.23
50.5	4.29	0.23
51	4.3	0.24
51.5	4.28	0.24
52	4.28	0.26
52.5	4.29	0.3
53	4.28	0.28
53.5	4.26	0.28
54	4.25	0.26
54.5	4.28	0.24
55	4.3	0.23
55.5	4.35	0.2
56	4.39	0.23
56.5	4.35	0.25
57	4.29	0.23
57.5	4.3	0.22
58	4.32	0.25
58.5	4.3	0.28
59	4.29	0.28
59.5	4.34	0.27
60	4.41	0.23
60.5	4.45	0.2
61	4.46	0.22
61.5	4.48	0.22
62	4.52	0.2
62.5	4.58	0.22
63	4.61	0.22
63.5	4.6	0.23
64	4.56	0.24
64.5	4.54	0.24
65	4.54	0.23
65.5	4.55	0.21
66	4.57	0.23
66.5	4.58	0.23
67	4.56	0.22
67.5	4.5	0.21
68	4.46	0.18
68.5	4.45	0.19
69	4.43	0.18
69.5	4.41	0.19
70	4.34	0.25
70.5	4.24	0.26
71	4.2	0.22
71.5	4.21	0.24
72	4.23	0.25
72.5	4.24	0.3
73	4.24	0.32
73.5	4.2	0.26
74	4.08	0.3
74.5	4	0.31
75	4.07	0.22
75.5	4.2	0.24
76	4.27	0.33
76.5	4.27	0.28
77	4.28	0.19
77.5	4.28	0.18
78	4.26	0.26
78.5	4.2	0.24
79	4.15	0.24
79.5	4.1	0.21
80	4.05	0.19
80.5	4.04	0.18
81	4.04	0.21
81.5	4.02	0.27
82	3.97	0.27
82.5	3.92	0.26
83	3.9	0.23
83.5	3.88	0.24
84	3.84	0.26
84.5	3.82	0.29
85	3.83	0.25
85.5	3.93	0.25
86	4.07	0.31
86.5	4.17	0.3
87	4.26	0.33
87.5	4.28	0.33
88	4.25	0.31
88.5	4.26	0.33
89	4.25	0.34
89.5	4.18	0.3
90	4.09	0.31
90.5	4.05	0.3
91	4.09	0.27
91.5	4.16	0.28
92	4.11	0.33
92.5	3.98	0.4
93	4.01	0.31
93.5	4.05	0.3
94	4.01	0.32
94.5	4	0.33
95	4.01	0.33
95.5	4.03	0.3
96	3.96	0.25
96.5	3.91	0.22
97	3.98	0.33
97.5	4.01	0.29
98	4.02	0.26
98.5	3.93	0.41
99	3.83	0.39
99.5	3.91	0.28
100	3.99	0.15
100.5	3.94	0.22
101	3.87	0.24
101.5	3.84	0.21
102	3.87	0.17
102.5	3.88	0.25
103	3.91	0.25
103.5	3.98	0.19
104	4.08	0.26
104.5	4.1	0.35
105	4.08	0.37
105.5	4.1	0.37
106	4.14	0.33
106.5	4.1	0.3
107	4.06	0.39
107.5	4.13	0.43
108	4.19	0.34
108.5	4.19	0.33
109	4.18	0.28
109.5	4.17	0.29
110	4.18	0.35
110.5	4.19	0.36
111	4.16	0.41
111.5	4.08	0.41
112	4.01	0.3
112.5	4.04	0.33
113	4.08	0.29
113.5	4.02	0.25
114	3.97	0.4
114.5	3.96	0.4
115	3.95	0.36
115.5	3.96	0.29
116	3.94	0.35
116.5	3.85	0.35
117	3.75	0.22
117.5	3.66	0.24
118	3.59	0.17
118.5	3.56	0.25
119	3.53	0.41
119.5	3.5	0.4
120	3.5	0.29
120.5	3.48	0.28
121	3.47	0.36
121.5	3.51	0.41
122	3.47	0.41
122.5	3.4	0.35
123	3.42	0.36
123.5	3.48	0.39
124	3.55	0.49
124.5	3.51	0.5
125	3.4	0.43
125.5	3.32	0.35
126	3.33	0.42
