depth	age	error	dR	dSTD	cc
0.015	0.94	0.025	0	0.2	2
0.485	9.8	0.035	0	0.2	2
0.615	10.9	0.04	0	0.2	2
0.685	13	0.035	0	0.2	2
0.765	14.25	0.065	0	0.2	2
0.805	14.65	0.065	0	0.2	2
0.825	14	0.035	0	0.2	2
0.855	15.65	0.05	0	0.2	2
0.905	16.3	0.07	0	0.2	2
0.905	16.15	0.085	0	0.2	2
0.935	16.35	0.09	0	0.2	2
0.945	15.5	0.04	0	0.2	2
0.975	16.95	0.07	0	0.2	2
1.055	17.35	0.07	0	0.2	2
1.165	18.15	0.06	0	0.2	2
